seq5_1-seq8_92	No error	0.046060631313566193093	Bad Overlap
seq5_16-seq8_86	No error	0.055385817955142760774	Bad Overlap
seq5_20-seq8_54	No error	0.047147788889843859375	Bad Overlap
seq5_21-seq8_17	No error	0.044581486117366218676	Bad Overlap
seq5_23-seq5_96	No error	0.062302667323645657113	Good Overlap
seq5_24-seq9_32	No error	0.044160056678826611606	Bad Overlap
seq5_31-seq6_83	No error	0.05216479164498283175	Bad Overlap
seq5_32-seq7_89	No error	0.047825707560748713044	Bad Overlap
seq5_58-seq8_90	No error	0.050892428833935404427	Bad Overlap
seq5_58-seq8_88	No error	0.051826405550498529117	Bad Overlap
seq5_60-seq9_45	No error	0.047060056656501723733	Bad Overlap
seq5_62-seq6_21	No error	0.05121734462799472941	Bad Overlap
seq5_62-seq9_56	No error	0.047594242321284893695	Bad Overlap
seq5_63-seq5_66	No error	0.05843084678403207046	Good Overlap
seq5_67-seq7_63	No error	0.058663318707005928525	Bad Overlap
seq5_69-seq7_89	No error	0.05210619361631612516	Bad Overlap
seq5_69-seq5_75	No error	0.054166163487995070433	Good Overlap
seq5_69-seq9_67	No error	0.052554347978475222987	Bad Overlap
seq5_75-seq7_89	No error	0.05008084588346901229	Bad Overlap
seq5_77-seq7_91	No error	0.051378710055340301425	Bad Overlap
seq5_77-seq9_98	No error	0.053320787981223785687	Bad Overlap
seq5_77-seq6_84	No error	0.05552139405045219746	Bad Overlap
seq5_77-seq9_57	No error	0.051689215108914106336	Bad Overlap
seq5_79-seq7_76	No error	0.052916892623364977175	Bad Overlap
seq5_83-seq7_16	No error	0.047996830278817503693	Bad Overlap
seq5_86-seq7_13	No error	0.050312365392493020824	Bad Overlap
seq5_87-seq8_86	No error	0.04754873565145096725	Bad Overlap
seq5_88-seq5_92	No error	0.054235773730141868197	Good Overlap
seq5_88-seq9_42	No error	0.050447679269482831837	Bad Overlap
seq5_89-seq6_73	No error	0.051930827881968230014	Bad Overlap
seq5_90-seq6_52	No error	0.052493509000412399585	Bad Overlap
seq5_90-seq6_46	No error	0.050751591621354881408	Bad Overlap
seq5_90-seq9_75	No error	0.04552977106701454495	Bad Overlap
seq5_91-seq6_87	No error	0.051962944112733910354	Bad Overlap
seq5_92-seq9_42	No error	0.054418231228962641388	Bad Overlap
seq5_93-seq8_82	No error	0.051537792780780382752	Bad Overlap
seq5_94-seq8_76	No error	0.04102846975817261295	Bad Overlap
seq5_95-seq7_59	No error	0.051337183282203628916	Bad Overlap
seq5_98-seq9_41	No error	0.047846442176265647508	Bad Overlap
seq5_100-seq7_94	No error	0.050699100365160765594	Bad Overlap
seq5_100-seq6_55	No error	0.050504922808204906834	Bad Overlap
seq4_4-seq9_49	No error	0.053733839015772554047	Bad Overlap
seq4_10-seq6_1	No error	0.054723573500057964175	Bad Overlap
seq4_13-seq6_66	No error	0.05036943660217586907	Bad Overlap
seq4_14-seq5_89	No error	0.045182766756394589764	Bad Overlap
