KEY , GAPS , MATCHES , ALL , OVERLAP_TYPE 
seq1_28-seq6_58,0.073607879,0.409379641,0.218763675,Bad Overlap
seq1_29-seq7_90,0.0473425,0.263885228,0,Bad Overlap
seq1_29-seq9_78,0.08292836,0.450306122,0,Bad Overlap
seq1_29-seq4_85,0.003477104,0.018934713,0.011481533,Bad Overlap
seq1_31-seq5_71,0.092103714,0.498853941,0.280975678,Bad Overlap
seq1_31-seq4_63,0.003752604,0.024035611,0.014354504,Bad Overlap
seq1_32-seq3_93,0.012981975,0.088656209,0.056060219,Bad Overlap
seq1_33-seq7_47,0.078239302,0.461830652,0.252000403,Bad Overlap
seq1_33-seq9_37,0.049392741,0.277436225,0.14843123,Bad Overlap
seq1_34-seq8_19,0.034792779,0.18198859,0.100443503,Bad Overlap
seq1_36-seq3_73,0.09127054,0.543107898,0.32305732,Bad Overlap
seq1_39-seq3_51,0.085113455,0.559454305,0.339729957,Bad Overlap
seq1_39-seq6_70,0.008972248,0.05196211,0.02943263,Bad Overlap
seq1_40-seq4_58,0.091535394,0.52614226,0.307236564,Bad Overlap
seq1_40-seq5_82,0.095418841,0.510278814,0.292114297,Bad Overlap
seq1_42-seq6_18,0.007329747,0.052176757,0.030033434,Bad Overlap
seq1_43-seq4_78,0.048710583,0.273851977,0.16102064,Bad Overlap
seq1_43-seq7_35,0.093949562,0.498501308,0.276149115,Bad Overlap
seq1_44-seq2_85,0.032777393,0.209996964,0.130837525,Bad Overlap
seq1_44-seq1_53,0.069443945,0.457900156,0.300967716,Good Overlap
seq1_44-seq3_46,0.010887558,0.08081245,0.049855643,Bad Overlap
seq1_46-seq7_71,0.065361615,0.36632729,0.197564618,Bad Overlap
seq1_46-seq1_7,0.027082963,0.187816118,0.123033345,Good Overlap
seq1_46-seq2_73,0.008815424,0.057423558,0.036021426,Bad Overlap
seq1_50-seq2_68,0.081497854,0.549289161,0.336115366,Bad Overlap
seq1_50-seq7_79,0.078629395,0.502296996,0.283821274,Bad Overlap
seq1_51-seq3_84,0.040634985,0.236423876,0.141651757,Bad Overlap
seq1_51-seq4_56,0.00913818,0.059433527,0.034211993,Bad Overlap
seq1_52-seq4_88,0.090724868,0.528514202,0.306641578,Bad Overlap
seq1_52-seq7_74,0.035446081,0.189734669,0.104240046,Bad Overlap
seq1_52-seq9_35,0.036269323,0.207264093,0.10807934,Bad Overlap
seq1_53-seq2_85,0.028584252,0.192683512,0.120355957,Bad Overlap
seq1_53-seq3_46,0.015540604,0.108006766,0.066139094,Bad Overlap
seq1_54-seq4_53,0.088004779,0.52750521,0.306404128,Bad Overlap
seq1_54-seq6_3,0.052255632,0.281788522,0.155056354,Bad Overlap
seq1_55-seq8_74,0.068563667,0.366176994,0.199338329,Bad Overlap
seq1_55-seq3_74,0.06680142,0.373100348,0.222712353,Bad Overlap
seq1_57-seq7_52,0.085865247,0.453793119,0.249668469,Bad Overlap
seq1_58-seq9_98,0.025873955,0.132508473,0,Bad Overlap
seq1_58-seq5_77,0.007213173,0.041908774,0.025170513,Bad Overlap
seq1_58-seq6_84,0.003024918,0.016533807,0.009753617,Bad Overlap
seq1_59-seq1_90,0.075715445,0.588865003,0.390407587,Good Overlap
seq1_60-seq2_81,0.090960195,0.570730207,0.357865261,Bad Overlap
seq1_61-seq1_82,0.056532395,0.390013826,0.255610038,Good Overlap
seq1_63-seq8_93,0.086237845,0.431146348,0.232616719,Bad Overlap
seq1_63-seq8_44,0.084817696,0.485322094,0.264812362,Bad Overlap
seq1_64-seq5_14,0.035253243,0.192910409,0.107157427,Bad Overlap
seq1_66-seq1_86,0.002507442,0.02083575,0.014354894,Good Overlap
seq1_67-seq9_91,0.028336262,0.1415678,0.075914144,Bad Overlap
seq1_68-seq9_52,0.05455693,0.317859758,0.168844999,Bad Overlap
seq1_68-seq5_71,0.009569971,0.043950733,0.024116621,Bad Overlap
seq1_69-seq7_21,0.070306355,0.394895055,0.216635431,Bad Overlap
seq1_71-seq7_78,0.018663102,0.101993398,0.055508882,Bad Overlap
seq1_71-seq3_71,0.08201382,0.452073495,0.261008768,Bad Overlap
seq1_72-seq5_98,0.09321919,0.527229553,0.307344328,Bad Overlap
seq1_72-seq9_41,0.043366098,0.232687349,0.121655093,Bad Overlap
seq1_73-seq7_81,0.050782864,0.289787357,0.158282146,Bad Overlap
seq1_73-seq8_75,0.057187612,0.311223233,0.16332342,Bad Overlap
seq1_74-seq9_76,0.088042342,0.466504393,0.246379785,Bad Overlap
seq1_74-seq5_24,0.024505336,0.129020676,0.073465891,Bad Overlap
seq1_74-seq9_32,0.015759504,0.083753789,0.04521166,Bad Overlap
seq1_76-seq8_89,0.07136681,0.393852733,0,Bad Overlap
seq1_76-seq6_47,0.00830897,0.047404622,0.027917946,Bad Overlap
seq1_76-seq7_69,0.007001372,0.041433769,0.023049566,Bad Overlap
seq1_77-seq5_86,0.011597731,0.067357356,0.038573324,Bad Overlap
seq1_78-seq4_16,0.020427679,0.115771829,0.067832605,Bad Overlap
seq1_79-seq6_75,0.01916486,0.106712535,0.057574833,Bad Overlap
seq1_80-seq2_96,0.058456375,0.352174227,0.217035168,Bad Overlap
seq1_80-seq7_92,0.041535079,0.24236812,0.134415027,Bad Overlap
seq1_81-seq5_66,0.030629459,0.168108335,0.095498652,Bad Overlap
seq1_81-seq8_27,0.02993687,0.151258456,0.077481167,Bad Overlap
seq1_81-seq5_63,0.002902263,0.016488894,0.009333731,Bad Overlap
seq1_83-seq2_94,0.046855309,0.290261886,0.178253137,Bad Overlap
seq1_83-seq9_24,0.093378729,0.466613312,0.248539752,Bad Overlap
seq1_85-seq2_90,0.066378261,0.414550028,0,Bad Overlap
seq1_86-seq7_85,0.091583038,0,0,Bad Overlap
seq1_86-seq6_38,0.071691642,0.418896939,0.235069532,Bad Overlap
seq1_86-seq6_67,0.028294252,0.157167195,0.087904352,Bad Overlap
seq1_86-seq2_30,0.00687091,0.041792261,0.025075303,Bad Overlap
seq1_86-seq8_28,0.087026187,0.458340204,0.244846939,Bad Overlap
seq1_88-seq4_81,0.0681356,0.403694665,0.233841984,Bad Overlap
seq1_89-seq7_89,0.022156773,0.121716796,0,Bad Overlap
seq1_89-seq5_32,0.040397644,0.22362319,0.1271408,Bad Overlap
seq1_89-seq5_75,0.014428309,0.078069724,0.043499595,Bad Overlap
seq1_90-seq2_44,0.094157995,0.559824351,0.340593367,Bad Overlap
seq1_90-seq3_39,0.038321232,0.267611968,0.166730076,Bad Overlap
seq1_90-seq9_13,0.022821552,0.112171552,0.057211184,Bad Overlap
seq1_90-seq3_29,0.094122774,0.512869565,0.302864693,Bad Overlap
seq1_91-seq6_65,0.077763938,0.406245705,0,Bad Overlap
seq1_91-seq4_55,0.03178694,0.171226287,0.098433747,Bad Overlap
seq1_91-seq9_36,0.024324258,0.11557202,0.058893205,Bad Overlap
seq1_92-seq9_23,0.01510167,0.080648713,0.041999445,Bad Overlap
seq1_93-seq4_98,0.038811886,0.233197105,0,Bad Overlap
seq1_93-seq2_95,0.02050516,0.124576567,0.07490947,Bad Overlap
seq1_93-seq8_39,0.014468191,0.074228034,0.038723147,Bad Overlap
seq1_94-seq8_86,0.074155567,0.381997216,0,Bad Overlap
seq1_94-seq5_87,0.09365942,0.514338431,0.292916952,Bad Overlap
seq1_94-seq5_16,0.029980285,0.154874303,0.086443386,Bad Overlap
seq1_94-seq4_87,0.090586201,0.531281776,0.320528239,Bad Overlap
seq1_95-seq5_62,0.032488993,0.187386626,0.108121541,Bad Overlap
seq1_95-seq6_21,0.016551279,0.094502159,0.053727238,Bad Overlap
seq1_95-seq9_56,0.010744551,0.05453999,0.028968971,Bad Overlap
seq1_95-seq8_46,0.081807087,0.482151537,0.25959199,Bad Overlap
seq10_7-seq10_89,0.011570929,0.067363014,0.044793617,Good Overlap
seq10_13-seq2_39,0.032559203,0.211219305,0.117080643,Bad Overlap
seq10_15-seq3_92,0.071255362,0.350372271,0.171864478,Bad Overlap
seq10_18-seq10_69,0.080390799,0.483699967,0.311672905,Good Overlap
seq10_18-seq7_84,0.083902239,0.350495364,0.155681173,Bad Overlap
seq10_20-seq2_68,0.032012638,0.172352434,0.08799112,Bad Overlap
seq10_20-seq7_79,0.044085341,0.231110309,0.110489955,Bad Overlap
seq10_21-seq1_76,0.003589698,0.023161243,0.012738362,Bad Overlap
seq10_26-seq1_93,0.009704532,0.05062746,0.02640597,Bad Overlap
seq10_30-seq5_80,0.023185055,0.126297118,0.061288627,Bad Overlap
seq10_32-seq2_62,0.032284356,0.171250988,0.086119536,Bad Overlap
seq10_32-seq6_89,0.055955314,0.260700826,0.12313848,Bad Overlap
seq10_42-seq1_51,0.042200605,0.217121262,0.11230648,Bad Overlap
seq10_44-seq4_90,0.027245682,0.131336904,0.063733834,Bad Overlap
seq10_46-seq10_76,0.0896572,0.617448771,0.40750519,Good Overlap
seq10_47-seq5_69,0.065801727,0.289020553,0.137531289,Bad Overlap
seq10_47-seq7_89,0.038195475,0.181599943,0.084439093,Bad Overlap
seq10_49-seq2_82,0.0450645,0.226315885,0.114287077,Bad Overlap
seq10_50-seq1_56,0.086202754,0.439360643,0.228110235,Bad Overlap
seq10_52-seq10_85,0.049364546,0.33256107,0.218777373,Good Overlap
seq10_52-seq7_24,0.027193853,0.130318449,0.059922031,Bad Overlap
seq10_52-seq7_7,0.022893666,0.11207488,0.052413575,Bad Overlap
seq10_56-seq2_93,0.016914484,0.082679831,0.041603657,Bad Overlap
seq10_56-seq4_75,0.084165163,0.406448406,0.199995542,Bad Overlap
seq10_58-seq2_95,0.047499949,0.238306856,0.115949749,Bad Overlap
