seq5_1-seq8_92	No error	0.5327479799156214424	Bad Overlap
seq5_16-seq8_86	No error	0.5455705540288046202	Bad Overlap
seq5_20-seq8_54	No error	0.5354131267837124257	Bad Overlap
seq5_21-seq8_17	No error	0.58282277062509717545	Bad Overlap
seq5_23-seq5_96	No error	0.714978586044580549	Good Overlap
seq5_24-seq9_32	No error	0.5447016402143685463	Bad Overlap
seq5_31-seq6_83	No error	0.57381333294248537875	Bad Overlap
seq5_32-seq7_89	No error	0.54543374804800423826	Bad Overlap
seq5_58-seq8_90	No error	0.5537167321570278033	Bad Overlap
seq5_58-seq8_88	No error	0.5259542830892801612	Bad Overlap
seq5_60-seq9_45	No error	0.5199181210098034998	Bad Overlap
seq5_62-seq6_21	No error	0.5602578520799856786	Bad Overlap
seq5_62-seq9_56	No error	0.5339913220241018624	Bad Overlap
seq5_63-seq5_66	No error	0.71457788628973017297	Good Overlap
seq5_67-seq7_63	No error	0.5391855742393605456	Bad Overlap
seq5_69-seq7_89	No error	0.5504115802718796809	Bad Overlap
seq5_69-seq5_75	No error	0.73246736752223933647	Good Overlap
seq5_69-seq9_67	No error	0.52634256175051458143	Bad Overlap
seq5_75-seq7_89	No error	0.5335081141360335435	Bad Overlap
seq5_77-seq7_91	No error	0.5416913929849846384	Bad Overlap
seq5_77-seq9_98	No error	0.5202597430491833382	Bad Overlap
seq5_77-seq6_84	No error	0.5591335860575448022	Bad Overlap
seq5_77-seq9_57	No error	0.51730426891502111604	Bad Overlap
seq5_79-seq7_76	No error	0.54435437389838712863	Bad Overlap
seq5_83-seq7_16	No error	0.561844530680126959	Bad Overlap
seq5_86-seq7_13	No error	0.56323860589718446673	Bad Overlap
seq5_87-seq8_86	No error	0.5358017027796825591	Bad Overlap
seq5_88-seq5_92	No error	0.734457993389515831	Good Overlap
seq5_88-seq9_42	No error	0.526546443244402347	Bad Overlap
seq5_89-seq6_73	No error	0.55305591789525269014	Bad Overlap
seq5_90-seq6_52	No error	0.55639659044564612837	Bad Overlap
seq5_90-seq6_46	No error	0.57130358676620249725	Bad Overlap
seq5_90-seq9_75	No error	0.53322698455765239577	Bad Overlap
seq5_91-seq6_87	No error	0.56010307800473178007	Bad Overlap
seq5_92-seq9_42	No error	0.51401407814250014473	Bad Overlap
seq5_93-seq8_82	No error	0.53682532336509187847	Bad Overlap
seq5_94-seq8_76	No error	0.5435629200596987083	Bad Overlap
seq5_95-seq7_59	No error	0.5326326211605694149	Bad Overlap
seq5_98-seq9_41	No error	0.5188184030212959503	Bad Overlap
seq5_100-seq7_94	No error	0.0	Bad Overlap
seq5_100-seq6_55	No error	0.55952798167390239964	Bad Overlap
seq4_4-seq9_49	No error	0.551723852923492535	Bad Overlap
seq4_10-seq6_1	No error	0.5820752547951436965	Bad Overlap
seq4_13-seq6_66	No error	0.57923723092026382074	Bad Overlap
seq4_14-seq5_89	No error	0.584960137484794563	Bad Overlap
seq4_14-seq6_73	No error	0.57534495409579539777	Bad Overlap
seq4_27-seq7_41	No error	0.5618980074374781903	Bad Overlap
seq4_27-seq6_73	No error	0.5668105081933852405	Bad Overlap
seq4_30-seq9_95	No error	0.55106483312999934095	Bad Overlap
seq4_32-seq5_5	No error	0.5806115788043518502	Bad Overlap
seq4_33-seq8_84	No error	0.53306819732196412064	Bad Overlap
seq4_35-seq4_97	No error	0.7605433627978455065	Good Overlap
seq4_38-seq7_71	No error	0.57600524697235726127	Bad Overlap
seq4_40-seq4_67	No error	0.727720468635155926	Good Overlap
seq4_41-seq5_97	No error	0.5826030886129779826	Bad Overlap
seq4_42-seq9_81	No error	0.5423218857881925577	Bad Overlap
seq4_47-seq8_77	No error	0.54915778400639554414	Bad Overlap
seq4_48-seq8_91	No error	0.54969062501121412776	Bad Overlap
seq4_49-seq6_75	No error	0.586527910461634023	Bad Overlap
seq4_51-seq8_94	No error	0.5412721110541626216	Bad Overlap
seq4_52-seq6_6	No error	0.60557415359954247497	Bad Overlap
seq4_53-seq6_3	No error	0.54734013133450921316	Bad Overlap
seq4_54-seq9_69	No error	0.53923125635314501735	Bad Overlap
seq4_54-seq7_51	No error	0.5667350688748254855	Bad Overlap
seq4_55-seq6_65	No error	0.57420419445201876835	Bad Overlap
seq4_55-seq9_36	No error	0.5280933684073088787	Bad Overlap
seq4_58-seq5_82	No error	0.5934727020657039636	Bad Overlap
seq4_62-seq9_79	No error	0.5401858497943338323	Bad Overlap
seq4_64-seq6_41	No error	0.5770281821827741648	Bad Overlap
seq4_64-seq6_32	No error	0.5645813352628559255	Bad Overlap
seq4_64-seq6_62	No error	0.56399129160783724603	Bad Overlap
seq4_66-seq6_25	No error	0.5960231830352038954	Bad Overlap
seq4_67-seq9_97	No error	0.54985680310661096235	Bad Overlap
seq4_70-seq6_71	No error	0.5693406634636659049	Bad Overlap
seq4_78-seq7_35	No error	0.57159372923326738896	Bad Overlap
seq4_80-seq8_61	No error	0.567066899209783495	Bad Overlap
seq4_84-seq6_32	No error	0.5579218579317776981	Bad Overlap
seq4_85-seq7_90	No error	0.5562011953252350921	Bad Overlap
seq4_85-seq9_31	No error	0.531896143499734657	Bad Overlap
seq4_85-seq9_78	No error	0.59687512595886717953	Bad Overlap
seq4_86-seq5_20	No error	0.5791608192234727803	Bad Overlap
seq4_86-seq8_54	No error	0.5494503732569418869	Bad Overlap
seq4_87-seq5_87	No error	0.57726163978669412706	Bad Overlap
seq4_87-seq8_86	No error	0.5295694329918156417	Bad Overlap
seq4_88-seq9_35	No error	0.53435925798384964263	Bad Overlap
seq4_89-seq6_33	No error	0.5704833583873587377	Bad Overlap
seq4_89-seq7_93	No error	0.5747440179249729232	Bad Overlap
seq4_92-seq5_25	No error	0.58144028135008427597	Bad Overlap
seq4_92-seq7_25	No error	0.5587164759625271041	Bad Overlap
seq4_93-seq5_13	No error	0.5847776551730075965	Bad Overlap
seq4_95-seq6_37	No error	0.5698482270022834271	Bad Overlap
