KEY 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq5_1-seq8_92	0.021806406534422789289	0.10910048286946627482	0.05414467238146429279	Bad Overlap
seq5_16-seq8_86	0.03250837954778884635	0.15254402330134593331	0.07745331367914696777	Bad Overlap
seq5_20-seq8_54	0.04642937898024636759	0.22890594047433939883	0.113092708238447908006	Bad Overlap
seq5_21-seq8_17	0.059605485631657598405	0.33130315324750283715	0.17559105190829895382	Bad Overlap
seq5_23-seq5_96	0.04941799726269266303	0.28401274061601028173	0.18494623368650728476	Good Overlap
seq5_24-seq9_32	0.027678209153219735948	0.14307235915789936003	0.071756903310148471224	Bad Overlap
seq5_31-seq6_83	0.030203436362148452092	0.15312790912030198385	0.08117995670791920753	Bad Overlap
seq5_32-seq7_89	0.0132031247984670815155	0.06493826492395182389	0.032688477465983090683	Bad Overlap
seq5_58-seq8_90	0.010893273332302297563	0.05298626972907556028	0.027147613801940804975	Bad Overlap
seq5_58-seq8_88	0.022010846232426527294	0.10009387012349239958	0.048886903234366161493	Bad Overlap
seq5_60-seq9_45	0.012695694146959044975	0.06151735519320410286	0.029736052184987375602	Bad Overlap
seq5_62-seq6_21	0.09045098467296802933	0.46318189962934152798	0.24134573287349268316	Bad Overlap
seq5_62-seq9_56	0.016607848477820094085	0.07919071039298745481	0.03887481527356693226	Bad Overlap
seq5_63-seq5_66	0.09792507087660035302	0.5842297830680961049	0.37403641355574841377	Good Overlap
seq5_67-seq7_63	0.099451833940066273295	0.4412917366130153342	0.22203663349307097932	Bad Overlap
seq5_69-seq7_89	0.07689010925985115634	0.37431649229032799923	0.0	Bad Overlap
seq5_69-seq5_75	0.09519404252875291376	0.6075245912272465398	0.3976482908910080894	Good Overlap
seq5_69-seq9_67	0.032447752741920440398	0.14816295115741497425	0.07299056317690220313	Bad Overlap
seq5_75-seq7_89	0.052153063081859032502	0.0	0.0	Bad Overlap
seq5_77-seq7_91	0.054375017800902790797	0.0	0.0	Bad Overlap
seq5_77-seq9_98	0.066149654404213260986	0.0	0.0	Bad Overlap
seq5_77-seq6_84	0.08275825477572578966	0.39186865689841015852	0.0	Bad Overlap
seq5_77-seq9_57	0.07629336958406756825	0.34910768974145121296	0.16888911745869859897	Bad Overlap
