KEY , ALPHA1 , ALPHA2 , GAPS , MATCHES , ALL , OVERLAP_TYPE ,R1L,R1S,R1E,R2L,R2S,R2E
origSeq_17-seq5_66,0.685206098,0.685383747,0.058894229,0.35255894,0.201488675,Bad Overlap,2444,6,2433,6091,1104,3533
origSeq_45-origSeq_47,0.691491788,0.693345426,0.064017114,0.421629382,0.274777322,Good Overlap,6084,12,6075,11225,2696,8812
seq3_23-seq4_41,0.692320103,0.695707675,0.061794496,0.354871061,0.198680126,Bad Overlap,6756,566,4857,4443,8,4368
origSeq_32-seq4_26,0.693149258,0.689509752,0.062078825,0.372689655,0.219566332,Bad Overlap,4570,740,3401,2655,9,2625
seq3_82-seq5_81,0.694541584,0.694448669,0.060187617,0.348146345,0.19253367,Bad Overlap,4636,20,4588,16467,1961,6527
seq5_77-seq9_98,0.70130032,0.700940022,0.064155859,0,0,Bad Overlap,16950,41,16922,40412,7162,24014
seq2_42-seq7_43,0.701350675,0.703869048,0.057024716,0.343455967,0.185734496,Bad Overlap,1464,55,1457,12601,590,2009
seq5_21-seq8_17,0.706503378,0.705633206,0.058059552,0.330538481,0.174846732,Bad Overlap,3611,1259,2932,1702,16,1682
seq10_47-seq5_69,0.707650886,0.71134249,0.065801727,0.289020553,0.137531289,Bad Overlap,3376,195,3349,13289,1276,4487
seq3_89-seq8_92,0.709316428,0.708641839,0.063355017,0.318419774,0,Bad Overlap,12909,16,12883,18402,5247,18072
origSeq_35-origSeq_50,0.720637584,0.719932717,0.068819216,0.455381616,0.306063319,Good Overlap,5285,2903,4621,1730,2,1714
seq8_36-seq8_91,0.721217601,0.722721823,0.066158391,0.423678351,0.269494007,Good Overlap,2406,3,2396,30207,915,3326
seq2_36-seq2_76,0.728605388,0.726219025,0.0665396,0.438129218,0.282224285,Good Overlap,1954,4,1843,2407,574,2391
seq3_85-seq6_77,0.729908444,0.730491054,0.063201038,0.351802763,0,Bad Overlap,20418,4693,16173,11524,3,11517
seq3_54-seq8_92,0.7331092,0.733298876,0.065087981,0.329924803,0,Bad Overlap,11360,17,11356,18402,4124,15474
seq1_85-seq2_90,0.735076212,0.734374261,0.066378261,0.414550028,0,Bad Overlap,15586,2,15579,22388,5607,21128
seq5_95-seq7_59,0.735462735,0.735823337,0.064120781,0.324823803,0.161165866,Bad Overlap,12099,8437,11131,2712,1,2700
seq1_44-seq1_53,0.745770982,0.745107632,0.069443945,0.457900156,0.300967716,Good Overlap,7117,971,5556,4597,2,4571
seq1_55-seq8_74,0.751969444,0.752353712,0.068563667,0.366176994,0.199338329,Bad Overlap,7616,4,6304,7090,766,7079
seq10_75-seq2_74,0.753943759,0.754658916,0.060618984,0.336677776,0.16854702,Bad Overlap,13445,7614,12011,4427,1,4415
seq2_17-seq9_95,0.754060705,0.754624325,0.070108859,0.338941812,0.173069206,Bad Overlap,4642,9,4605,18304,1462,6072
seq1_46-seq7_71,0.755076142,0.754702593,0.065361615,0.36632729,0.197564618,Bad Overlap,5960,2,5952,12767,1922,7860
seq3_41-seq3_94,0.757103689,0.753415992,0.069200316,0.466837278,0.307002586,Good Overlap,6088,6,6081,27732,1942,7897
seq1_88-seq4_81,0.766509434,0.76555436,0.0681356,0.403694665,0.233841984,Bad Overlap,12153,7517,11092,3612,28,3584
origSeq_90-seq7_37,0.772665765,0.779431072,0.068335521,0.381616058,0.207475849,Bad Overlap,15884,9237,14376,5400,4,5347
seq4_70-seq6_71,0.785794814,0.785704215,0.069867935,0.363114695,0.189675915,Bad Overlap,5582,0,5576,8910,1514,7087
seq4_64-seq6_41,0.78692221,0.78782587,0.071858349,0.377298826,0.200964501,Bad Overlap,12188,4217,10499,6328,12,6328
seq1_69-seq7_21,0.800819672,0.800765236,0.070306355,0.394895055,0.216635431,Bad Overlap,8667,5046,7977,2984,39,2969
seq10_18-seq10_69,0.803267866,0.802550936,0.080390799,0.483699967,0.311672905,Good Overlap,4878,6,4873,14423,1187,6032
seq10_15-seq3_92,0.803789579,0.806157635,0.071255362,0.350372271,0.171864478,Bad Overlap,3264,21,3245,24869,768,4041
seq10_94-seq3_87,0.806202323,0.807154197,0.073372258,0,0,Bad Overlap,28601,8545,24715,16291,1,16270
seq1_94-seq8_86,0.807666704,0.808431871,0.074155567,0.381997216,0,Bad Overlap,14620,43,14602,24186,3449,18080
seq1_76-seq8_89,0.811781871,0.811839066,0.07136681,0.393852733,0,Bad Overlap,16207,1,13354,13712,243,13601
origSeq_76-seq6_49,0.816199047,0.81547619,0.074997608,0.429562843,0.24767816,Bad Overlap,7751,6,7715,11490,1700,9372
seq5_100-seq6_55,0.819358009,0.819358009,0.072130188,0.380319611,0.196980306,Bad Overlap,46470,40436,45439,5088,72,5075
seq1_91-seq6_65,0.819985991,0.82027972,0.077763938,0.406245705,0,Bad Overlap,13297,449,10985,10567,1,10558
seq5_77-seq9_57,0.824905976,0.823380638,0.073726334,0.348101511,0.167992398,Bad Overlap,16950,9771,15693,5871,0,5860
seq7_56-seq9_40,0.825013815,0.825560044,0.070793901,0.355108146,0.174258154,Bad Overlap,11334,5915,10394,4582,10,4506
seq6_89-seq8_34,0.826432022,0.826790634,0.071729384,0.360373268,0.178673932,Bad Overlap,10995,5236,10026,8162,37,4839
seq1_86-seq6_38,0.827821012,0.828210935,0.071691642,0.418896939,0.235069532,Bad Overlap,17863,11740,16846,5170,45,5165
seq5_69-seq7_89,0.830739917,0.832684581,0.074311685,0.373232976,0,Bad Overlap,13289,14,13094,31093,2470,15733
seq1_17-seq8_58,0.834793114,0.834016083,0.071769008,0.405757905,0.219417754,Bad Overlap,5532,2,5530,7500,1092,6589
seq10_85-seq7_24,0.840766332,0.838945362,0.067083477,0.341684868,0.159745507,Bad Overlap,7430,4424,7101,2932,178,2819
seq1_5-seq5_29,0.841393207,0.842751142,0.074443043,0.427808186,0.241171665,Bad Overlap,2958,12,2935,4102,528,3481
seq10_71-seq8_16,0.84427232,0.844525845,0.079643631,0.34699064,0.163944636,Bad Overlap,8352,3964,8106,4732,518,4668
origSeq_10-seq2_97,0.845454545,0.84295612,0.066893277,0.461415799,0.271458566,Bad Overlap,752,1,745,29541,129,859
seq1_28-seq6_58,0.856992362,0.855315747,0.073607879,0.409379641,0.218763675,Bad Overlap,3260,1,3255,6614,538,3748
origSeq_19-seq4_96,0.859071274,0.861022364,0.081015867,0.480504274,0.290479411,Bad Overlap,1627,17,1608,11622,242,1859
seq4_49-seq6_75,0.860914482,0.861153552,0.077668674,0.413862312,0.222484626,Bad Overlap,4548,13,4513,18617,692,5201
seq2_45-seq5_51,0.860993454,0.86127834,0.075557937,0.437292155,0.244351048,Bad Overlap,8083,292,7000,6731,0,6724
seq5_77-seq6_84,0.863256785,0.857593217,0.080473014,0.39089452,0,Bad Overlap,16950,7390,15660,7915,20,7909
seq6_74-seq8_82,0.868229269,0.868784937,0.076008557,0.377227133,0,Bad Overlap,8890,54,8870,18544,1318,10177
seq8_57-seq8_67,0.869858395,0.869820775,0.082116346,0.527374544,0.342789669,Good Overlap,11118,739,9769,9036,2,9029
seq1_71-seq3_71,0.872329201,0.87283237,0.08201382,0.452073495,0.261008768,Bad Overlap,5347,1560,4867,11690,4,3326
seq2_96-seq7_92,0.873034778,0.873807752,0.080022923,0,0,Bad Overlap,25667,1,25656,35718,3720,29555
seq2_69-seq9_71,0.873239437,0.872400756,0.083893114,0.378375441,0.186808844,Bad Overlap,10581,8451,10311,1852,0,1846
seq3_40-seq9_98,0.877989657,0.877732794,0.075382876,0.386252989,0.192950832,Bad Overlap,5603,75,5508,40412,660,6080
seq10_95-seq4_64,0.889748832,0.889619883,0.079860225,0.371560813,0,Bad Overlap,25456,11760,23946,12188,0,12170
origSeq_17-seq1_81,0.893171806,0.892580288,0.078665428,0.538595748,0.349713063,Bad Overlap,2444,0,2433,15212,280,2698
seq1_63-seq8_93,0.893849858,0.894104803,0.086237845,0.431146348,0.232616719,Bad Overlap,4105,12,4096,17962,476,4571
origSeq_82-seq7_15,0.895728943,0.894673415,0.084895935,0.452800795,0.254266898,Bad Overlap,7084,2894,6648,3713,1,3713
seq8_44-seq8_93,0.897088115,0.896961064,0.081122545,0.545657685,0.355262069,Good Overlap,9473,10,9468,17962,1080,10525
seq3_32-seq8_15,0.904374364,0.904568528,0.080695413,0.453085617,0.246931752,Bad Overlap,1677,749,1638,1153,55,946
seq7_91-seq9_57,0.908781168,0.908611327,0.074027051,0.363557057,0.169725131,Bad Overlap,27180,20723,26591,5871,0,5856
seq1_57-seq7_52,0.912521198,0.912061372,0.085865247,0.453793119,0.249668469,Bad Overlap,6500,0,6457,9881,576,6996
origSeq_83-seq4_54,0.912791142,0.9124703,0.082542375,0.502470691,0,Bad Overlap,15454,2363,14316,11948,4,11909
seq7_58-seq9_68,0.915388121,0.916000603,0.081448157,0.362120275,0.166250873,Bad Overlap,9515,2932,8958,6122,0,6074
origSeq_75-seq3_74,0.917917448,0.917801785,0.086244937,0.51805323,0.31546585,Bad Overlap,6023,4044,6001,3652,153,2107
seq3_65-seq9_89,0.91982344,0.919017833,0.084465583,0.404846067,0,Bad Overlap,13998,5,13967,20279,1186,14997
seq4_85-seq9_78,0.920131291,0.919514884,0.08475256,0.471565605,0.261886068,Bad Overlap,10297,9441,10282,17711,58,892
seq3_80-seq8_17,0.921348315,0.920175439,0.067675839,0.431818018,0.225888647,Bad Overlap,18122,17008,18074,1702,43,1092
origSeq_60-seq7_45,0.922131148,0.922131148,0.081769128,0.479174604,0.273967081,Bad Overlap,2038,9,2034,10206,167,2192
seq10_18-seq7_84,0.928039216,0.928487919,0.083902239,0.350495364,0.155681173,Bad Overlap,4878,120,4853,16056,342,5107
origSeq_84-seq9_36,0.929333162,0.929296825,0.086234127,0.437672161,0.232083501,Bad Overlap,15483,7725,14958,7262,25,7254
seq1_33-seq7_47,0.93629174,0.93598234,0.078239302,0.461830652,0.252000403,Bad Overlap,2209,1,2132,9368,68,2188
origSeq_80-seq3_34,0.940082645,0.940816327,0.074633937,0.506731943,0.29945525,Bad Overlap,4064,3592,4047,6219,12,473
seq3_32-seq6_64,0.94047619,0.93982808,0.081979046,0.450372615,0.238228434,Bad Overlap,1677,1,1660,2777,88,1728
origSeq_91-seq6_44,0.941638608,0.941242938,0.081144854,0.515285894,0.304183656,Bad Overlap,14800,13018,14696,11113,0,1666
seq1_59-seq1_90,0.945477076,0.946795647,0.075715445,0.588865003,0.390407587,Good Overlap,2161,1388,2151,15832,34,817
seq4_30-seq9_95,0.947773973,0.948782536,0.080714615,0.431783061,0.220108458,Bad Overlap,1912,797,1904,18304,53,1183
seq2_62-seq6_89,0.949811321,0.949458484,0.084849127,0.472861308,0,Bad Overlap,14392,3824,13892,10995,32,10026
seq10_71-seq6_81,0.950860791,0.95060738,0.083781294,0.390692893,0,Bad Overlap,8352,0,8340,11254,419,8714
seq1_90-seq3_29,0.951073986,0.951934349,0.094122774,0.512869565,0.302864693,Bad Overlap,15832,14995,15792,7831,1,813
seq1_13-seq3_22,0.951629863,0.950938567,0.086093514,0.512753047,0.303600293,Bad Overlap,4612,7,4532,4668,150,4608
seq6_24-seq7_46,0.954331766,0.954651551,0.073083069,0.416336594,0.206277609,Bad Overlap,5090,2130,4972,6939,18,2881
seq7_74-seq9_35,0.9543379,0.954529556,0.08101895,0.383467952,0.179449316,Bad Overlap,7165,4362,7079,4646,44,2773
seq10_95-seq6_32,0.954850246,0.954840152,0.083327228,0.383419609,0.178030435,Bad Overlap,25456,20996,25268,9833,14,4285
seq2_77-seq6_26,0.954887218,0.954552627,0.081789153,0.462264306,0.248641783,Bad Overlap,6547,164,6260,6058,1,6050
origSeq_49-seq6_83,0.959243086,0.958883994,0.080083046,0.503808927,0.289321496,Bad Overlap,8897,7572,8890,10756,49,1355
seq2_73-seq7_71,0.960844295,0.960832313,0.082718231,0.469881913,0.253328071,Bad Overlap,8938,5695,8836,12767,26,3166
seq10_50-seq1_56,0.960958639,0.961063994,0.086202754,0.439360643,0.228110235,Bad Overlap,5259,159,5131,5065,74,5060
seq10_56-seq4_75,0.961188437,0.961374534,0.084165163,0.406448406,0.199995542,Bad Overlap,5477,1858,5449,7536,117,3726
seq1_14-seq3_35,0.964034402,0.963949843,0.084769197,0.533867631,0.321538558,Bad Overlap,4300,3060,4293,7266,39,1269
origSeq_74-seq7_11,0.965197216,0.965831435,0.085098992,0.491950205,0.27770899,Bad Overlap,10421,9131,10379,2265,3,1275
seq8_14-seq9_72,0.966568338,0.965880582,0.084088732,0.394641353,0.186718654,Bad Overlap,4274,333,4265,8637,127,3977
origSeq_52-seq2_32,0.966799469,0.967490247,0.085604418,0.51832112,0.306967935,Bad Overlap,4170,3426,4154,2045,9,753
seq2_38-seq9_31,0.967240655,0.967130215,0.094921749,0.467107089,0.252797615,Bad Overlap,4435,2062,4365,4360,8,2303
seq1_94-seq4_87,0.968694097,0.969081272,0.090586201,0.531281776,0.320528239,Bad Overlap,14620,13519,14602,15031,17,1114
seq1_50-seq2_68,0.969504707,0.969653768,0.081497854,0.549289161,0.336115366,Bad Overlap,4783,0,4737,9701,103,4864
seq1_86-seq8_28,0.969764838,0.969178082,0.087026187,0.458340204,0.244846939,Bad Overlap,17863,16122,17854,7853,45,1743
seq10_83-seq9_99,0.969879145,0.970055453,0.084748842,0,0,Bad Overlap,15692,26,15675,53514,469,16213
origSeq_96-seq8_37,0.97035091,0.97045072,0.088040279,0.4732242,0.257182041,Bad Overlap,7086,1761,6932,5200,4,5193
seq7_81-seq8_75,0.970906524,0.970789702,0.089320395,0.399573257,0,Bad Overlap,13840,1453,13834,13390,365,12695
seq1_29-seq9_78,0.970968426,0.971203363,0.08292836,0.450306122,0,Bad Overlap,9177,1,9165,17711,262,9503
origSeq_34-seq1_30,0.971204188,0.970860927,0.082502681,0.582057988,0.375287623,Bad Overlap,5373,3882,5366,4928,37,1503
origSeq_12-seq7_66,0.97139714,0.971143174,0.093199537,0.489576921,0.27101328,Bad Overlap,4430,2626,4392,4693,14,1764
seq10_61-seq7_87,0.973090723,0.973149214,0.085914303,0.397758816,0,Bad Overlap,8666,1066,8660,16751,204,7815
seq4_93-seq5_13,0.973125271,0.973252804,0.087436873,0.465281195,0.249267647,Bad Overlap,20866,18589,20834,4279,30,2286
seq5_94-seq8_76,0.973271107,0.972797927,0.07679426,0.430723339,0.215373201,Bad Overlap,19291,16934,19228,6760,0,2253
seq10_81-seq5_93,0.974079127,0.974254743,0.091107759,0.404506826,0.193263803,Bad Overlap,19575,14510,19508,12999,66,5099
seq10_72-seq7_56,0.974546371,0.974718398,0.085650067,0.381573874,0.175630078,Bad Overlap,11515,7548,11415,11334,1,3895
seq4_33-seq8_84,0.974858902,0.975463195,0.083562137,0.435563814,0.216764429,Bad Overlap,6789,4864,6764,2719,24,1972
seq2_19-seq4_75,0.976377953,0.976653696,0.088924087,0.519536897,0.307880271,Bad Overlap,4088,3336,4080,7536,10,763
seq2_67-seq5_84,0.976411723,0.975982533,0.089726693,0.499364257,0.280456945,Bad Overlap,7352,5955,7321,12462,2,1343
seq4_54-seq7_51,0.976602238,0.976349614,0.089007561,0.461326062,0.242283752,Bad Overlap,11948,9990,11910,5591,8,1907
origSeq_73-seq9_27,0.976800554,0.976904516,0.090323294,0.468928457,0.2536678,Bad Overlap,5285,2400,5221,3060,3,2837
seq1_50-seq7_79,0.977777778,0.978193146,0.078629395,0.502296996,0.283821274,Bad Overlap,4783,2904,4752,17004,11,1895
seq8_73-seq8_78,0.978040541,0.977508651,0.099831932,0.634311712,0.433248311,Good Overlap,1687,524,1682,4027,21,1151
seq2_45-seq2_93,0.978867925,0.978609626,0.095429037,0.596797789,0.389977041,Good Overlap,8083,6778,8075,30071,20,1301
seq6_92-seq7_83,0.979003181,0.978904752,0.083754691,0,0,Bad Overlap,19651,802,19266,18393,11,18387
seq6_59-seq8_92,0.979280262,0.979533214,0.081793272,0.422575734,0.209242134,Bad Overlap,6212,3471,6165,18402,10,2738
seq6_81-seq7_15,0.979332273,0.979099678,0.088246024,0.424242525,0.210129656,Bad Overlap,11254,8756,11220,3713,18,2454
seq8_31-seq8_88,0.979469027,0.979461756,0.090064606,0.607479499,0.402825372,Good Overlap,5457,2632,5399,13972,0,2766
origSeq_64-seq5_57,0.979714154,0.979572888,0.088078186,0.518218299,0.301789571,Bad Overlap,9790,5455,9705,11406,3,4223
seq2_53-seq9_18,0.980602348,0.98071066,0.090291273,0.441528483,0.223940103,Bad Overlap,6070,4133,6054,3071,22,1954
origSeq_93-seq7_93,0.980744544,0.981012658,0.081094517,0.535602515,0.317161865,Bad Overlap,13052,12279,13043,27724,6,781
seq9_31-seq9_78,0.980840873,0.980707395,0.097294422,0.59562637,0.386186683,Good Overlap,4360,2501,4344,17711,20,1850
origSeq_95-seq7_41,0.981320705,0.981520042,0.087230686,0.481151356,0.262278055,Bad Overlap,11366,7580,11310,6588,15,3786
seq3_52-seq9_44,0.98219125,0.982388974,0.091652895,0.455501843,0.234532115,Bad Overlap,6150,3605,6142,6543,38,2604
seq1_60-seq2_81,0.982368596,0.982499587,0.090960195,0.570730207,0.357865261,Bad Overlap,8528,2616,8522,14905,100,6051
seq1_72-seq5_98,0.983159436,0.983091344,0.09321919,0.527229553,0.307344328,Bad Overlap,8033,2655,8026,26069,85,5434
seq8_51-seq9_98,0.983533882,0.983559911,0.081314471,0.404760908,0.193018398,Bad Overlap,7810,4661,7767,40412,9,3120
seq2_13-seq8_69,0.985120893,0.985294118,0.093144355,0.475034995,0.25504371,Bad Overlap,3627,421,3599,14866,20,3236
origSeq_47-seq4_24,0.985446985,0.985138004,0.086280463,0.544090399,0.329246531,Bad Overlap,11225,10263,11211,4164,0,928
seq1_95-seq8_46,0.985642498,0.985601152,0.081807087,0.482151537,0.25959199,Bad Overlap,17691,16313,17686,2894,15,1384
seq1_40-seq5_82,0.985852569,0.985868353,0.095418841,0.510278814,0.292114297,Bad Overlap,5413,2732,5380,10681,5,2656
seq10_87-seq7_82,0.986020503,0.986061639,0.084566951,0.396475219,0,Bad Overlap,15897,3175,15871,17790,154,12888
seq5_62-seq6_21,0.986104456,0.986391366,0.087190006,0.461926694,0.2401291,Bad Overlap,6216,4132,6190,2444,3,2105
seq6_84-seq9_57,0.986327124,0.986273164,0.083676612,0.419760067,0.204569564,Bad Overlap,7915,2064,7835,5871,0,5748
seq1_74-seq9_76,0.986838535,0.98687593,0.088042342,0.466504393,0.246379785,Bad Overlap,17426,10069,17342,11781,13,7307
seq7_90-seq9_78,0.986959907,0.987006271,0.085769587,0,0,Bad Overlap,22962,7592,22805,17711,44,15312
origSeq_84-seq4_55,0.987090825,0.987120515,0.093899663,0.542189315,0.326171869,Bad Overlap,15483,11145,15427,4300,0,4292
origSeq_54-seq6_34,0.987515103,0.987604958,0.097496283,0.481656165,0.264489882,Bad Overlap,5146,2665,5117,8421,2,2472
seq3_55-seq6_89,0.987673344,0.987804878,0.087317114,0.484421063,0.266886091,Bad Overlap,3453,2161,3443,10995,6,1302
origSeq_99-seq3_15,0.988014981,0.987915408,0.089271083,0.559078111,0.344030509,Bad Overlap,24719,23389,24708,4108,5,1313
seq4_27-seq6_73,0.988054608,0.987850738,0.092930816,0.456958201,0.23880491,Bad Overlap,4447,967,4441,17181,36,3451
seq7_56-seq9_72,0.988077118,0.987991824,0.087328537,0.40091485,0.188505353,Bad Overlap,11334,7429,11324,8637,37,3904
seq5_63-seq5_66,0.988154613,0.988206083,0.094338891,0.582445388,0.371927469,Good Overlap,9910,8314,9899,6091,8,1600
seq4_85-seq7_90,0.989332728,0.988879688,0.086787973,0.455480037,0,Bad Overlap,10297,1485,10203,22962,0,8359
origSeq_47-seq3_19,0.989354152,0.989391796,0.080426112,0.575452051,0.35837766,Bad Overlap,11225,9817,11211,1978,1,1400
seq7_85-seq8_28,0.989651929,0.989542069,0.083975578,0.403768689,0.190793019,Bad Overlap,22128,15783,22095,7853,33,6278
origSeq_32-seq10_84,0.989662302,0.989768076,0.079808802,0.483435225,0.263446687,Bad Overlap,4570,3134,4570,8000,15,1466
seq4_85-seq9_31,0.989784005,0.98967247,0.095084761,0.443600358,0.22178422,Bad Overlap,10297,6891,10282,4360,20,3374
seq10_86-seq6_68,0.990483904,0.990816725,0.085775809,0.408853864,0.195031963,Bad Overlap,17219,12283,17175,12903,3,5074
seq2_20-seq2_91,0.990707648,0.990812721,0.09671399,0.611996442,0.403515755,Good Overlap,2912,124,2896,15455,10,2814
seq1_83-seq9_24,0.990956522,0.990959666,0.093378729,0.466613312,0.248539752,Bad Overlap,8918,6044,8893,5312,1,2851
origSeq_42-seq4_34,0.99111358,0.991147994,0.090983302,0.57812599,0.362387674,Bad Overlap,5489,1895,5464,6936,7,3590
origSeq_95-seq6_73,0.991138378,0.991062221,0.09061605,0.493038004,0.274908339,Bad Overlap,11366,8453,11361,17181,21,2904
seq3_43-seq9_55,0.991409606,0.991429684,0.091111427,0.456203611,0.236103276,Bad Overlap,7366,2247,7325,8441,3,5093
origSeq_41-seq7_46,0.99157185,0.991799918,0.089754183,0.49206205,0.27299164,Bad Overlap,7392,5032,7385,6939,13,2432
seq2_41-seq2_72,0.991897367,0.991919192,0.092418646,0.620771804,0.413393291,Good Overlap,6003,4526,5995,9987,4,1477
seq6_35-seq7_17,0.991929825,0.991849752,0.082690262,0.425791335,0.210957343,Bad Overlap,6293,3443,6270,3349,0,2799
seq6_76-seq9_74,0.992366412,0.992384579,0.084508383,0.44816825,0.224619343,Bad Overlap,3823,1732,3812,2702,5,2090
seq1_31-seq5_71,0.992388202,0.992445703,0.092103714,0.498853941,0.280975678,Bad Overlap,9384,6241,9370,10284,10,3163
seq6_43-seq9_53,0.992410975,0.992321323,0.078994428,0.419108594,0.203961988,Bad Overlap,4277,2567,4267,9935,3,1683
seq3_80-seq5_21,0.992424242,0.992481203,0.086456065,0.505821742,0.285405395,Bad Overlap,18122,15752,18110,3611,6,2382
seq2_34-seq3_70,0.992580379,0.992561983,0.087286667,0.563159735,0.341662333,Bad Overlap,4569,3357,4561,9741,1,1202
seq4_89-seq7_93,0.992671308,0.992748368,0.083134316,0.459912033,0.240972228,Bad Overlap,21312,18589,21298,27724,6,2744
origSeq_38-seq6_81,0.992736077,0.992628993,0.081093367,0.534248358,0.31280411,Bad Overlap,7687,6040,7680,11254,5,1621
seq1_40-seq4_58,0.993022817,0.993067266,0.091535394,0.52614226,0.307236564,Bad Overlap,5413,111,5377,6970,1,5301
origSeq_83-seq6_78,0.993036212,0.992967651,0.091566315,0.497425048,0.273804878,Bad Overlap,15454,14021,15447,9504,3,1415
seq3_27-seq4_63,0.993119266,0.993109784,0.089931249,0.508362248,0.287051792,Bad Overlap,6525,2168,6498,8055,3,4327
seq2_68-seq7_79,0.993424002,0.99346211,0.082835409,0.482931897,0.261838267,Bad Overlap,9701,3012,9659,17004,2,6688
seq7_56-seq8_14,0.993479836,0.993572959,0.085498052,0.42438158,0.207589898,Bad Overlap,11334,7193,11307,4274,0,4174
origSeq_84-seq1_91,0.993505133,0.993433595,0.100254765,0.580859025,0.369327344,Bad Overlap,15483,10715,15457,13297,5,4695
seq7_24-seq7_7,0.994040017,0.994034938,0.0894261,0.589894815,0.379055599,Good Overlap,2932,591,2926,2492,8,2341
seq3_90-seq6_91,0.994049361,0.994040641,0.086499523,0.480799345,0,Bad Overlap,15151,4904,15094,20251,4,10179
seq3_92-seq9_85,0.99407841,0.994083645,0.088986996,0.446791423,0,Bad Overlap,24869,10192,24797,14745,15,14633
origSeq_38-seq10_71,0.994271686,0.99427637,0.081453845,0.467132076,0.240888066,Bad Overlap,7687,6465,7680,8352,0,1216
origSeq_83-seq7_51,0.994374586,0.994428056,0.091809651,0.480453601,0.260538913,Bad Overlap,15454,12442,15447,5591,10,3044
seq3_69-seq3_94,0.994411673,0.994351169,0.0913594,0.60408551,0.393206523,Good Overlap,10880,4468,10874,27732,30,6367
seq4_27-seq7_41,0.994736842,0.994744059,0.095284472,0.462585743,0.24116618,Bad Overlap,4447,93,4440,6588,16,4369
origSeq_87-seq8_87,0.995048597,0.995127233,0.089022362,0.482782713,0.260181769,Bad Overlap,10758,5321,10747,16804,16,5530
origSeq_69-seq3_24,0.995148575,0.99513234,0.095150757,0.560578209,0.341443436,Bad Overlap,13883,10587,13869,5371,2,3273
seq4_64-seq6_32,0.995259059,0.995268672,0.089654734,0.458910614,0.238612162,Bad Overlap,12188,9236,12175,9833,1,2946
seq1_39-seq3_51,0.995476974,0.995489955,0.085113455,0.559454305,0.339729957,Bad Overlap,3965,1536,3957,8687,3,2431
origSeq_23-seq2_72,0.995485327,0.995515695,0.082966603,0.549393021,0.330791754,Bad Overlap,4681,2470,4675,9987,4,2224
origSeq_84-seq6_65,0.995595735,0.995624136,0.095412954,0.518520345,0.297335956,Bad Overlap,15483,11174,15469,10567,5,4328
seq1_90-seq2_44,0.995617879,0.995598592,0.094157995,0.559824351,0.340593367,Bad Overlap,15832,11268,15812,8615,0,4524
seq6_90-seq7_67,0.995621455,0.995632754,0.092033961,0.442680586,0,Bad Overlap,22994,12961,22966,11144,16,10047
seq1_94-seq5_87,0.995727956,0.995714041,0.09365942,0.514338431,0.292916952,Bad Overlap,14620,8775,14602,13749,7,5815
seq10_46-seq10_76,0.995852466,0.995853081,0.0896572,0.617448771,0.40750519,Good Overlap,7463,715,7438,7003,3,6727
origSeq_89-seq3_56,0.996211626,0.996216075,0.091284745,0.552349332,0.333952998,Bad Overlap,10580,2926,10552,8040,1,7636
seq2_93-seq4_75,0.996369848,0.996326707,0.086145572,0.517097302,0.295041779,Bad Overlap,30071,25398,30064,7536,10,4621
origSeq_95-seq4_27,0.996395469,0.99643403,0.088279841,0.550168737,0.32873781,Bad Overlap,11366,7487,11357,4447,5,3917
origSeq_63-seq3_69,0.996417605,0.996386164,0.092084391,0.561210966,0.343939774,Bad Overlap,11987,8086,11980,10880,7,3867
origSeq_75-seq1_55,0.996426019,0.996590134,0.094896918,0.571745055,0.356271128,Bad Overlap,6023,1831,6013,7616,5,4389
seq2_80-seq6_71,0.996661102,0.996625896,0.091014987,0.474801299,0.253608655,Bad Overlap,5479,3084,5472,8910,1,2364
seq1_54-seq4_53,0.996689786,0.996667725,0.088004779,0.52750521,0.306404128,Bad Overlap,7201,862,7185,7946,5,6286
seq3_92-seq6_45,0.99672619,0.996720334,0.085206978,0.493311986,0.267722987,Bad Overlap,24869,21510,24859,7338,1,3344
seq9_40-seq9_72,0.996770026,0.996722386,0.094984238,0.617686095,0.410959908,Good Overlap,4582,1490,4576,8637,4,3045
seq4_58-seq5_82,0.996779388,0.996771218,0.09473546,0.479393777,0.25997263,Bad Overlap,6970,2629,6962,10681,6,4328
seq2_62-seq8_34,0.996815287,0.996817671,0.088361229,0.471371815,0.248628198,Bad Overlap,14392,9067,14388,8162,13,5338
seq3_73-seq5_83,0.996839729,0.996834012,0.088469107,0.508172835,0.287352562,Bad Overlap,12570,10357,12565,2472,2,2206
seq1_17-seq5_91,0.996882307,0.996925442,0.098747255,0.514129394,0.293557265,Bad Overlap,5532,4250,5529,7646,1,1298
origSeq_63-seq9_80,0.996974935,0.99692037,0.098066808,0.480531921,0.257249436,Bad Overlap,11987,9673,11980,4747,0,2266
seq6_85-seq8_69,0.997005988,0.997009825,0.08725576,0.437296358,0,Bad Overlap,18817,9485,18809,14866,20,9356
seq1_63-seq8_44,0.997145304,0.997160704,0.084817696,0.485322094,0.264812362,Bad Overlap,4105,603,4096,9473,1,3513
origSeq_75-seq8_74,0.997181965,0.997275735,0.088387467,0.475708432,0.254833362,Bad Overlap,6023,1059,6013,7090,4,5129
seq3_19-seq4_24,0.997389034,0.997315436,0.084562784,0.492714446,0.272659105,Bad Overlap,1978,446,1974,4164,0,1486
