KEY , ALPHA1 , ALPHA2 , GAPS , MATCHES , ALL , OVERLAP_TYPE ,R1L,R1S,R1E,R2L,R2S,R2E
seq2_13-seq6_85,0.284500393,0.286241268,0.02603341,0.145977027,0.082171797,Bad Overlap,3627,4,3620,18817,9087,12734
origSeq_92-seq4_86,0.28513769,0.284040321,0.025663037,0.154647833,0.091686983,Bad Overlap,8671,3,5584,16468,10905,16456
seq1_4-seq1_95,0.286031535,0.285555556,0.025599546,0.170307431,0.108328037,Good Overlap,1296,1,1289,17691,3208,4493
seq3_23-seq5_97,0.286391994,0.287503244,0.0264079,0.139354264,0.075448532,Bad Overlap,6756,17,4424,13093,8649,13080
origSeq_95-seq2_24,0.286856674,0.285611585,0.026168893,0.164680349,0.102505739,Bad Overlap,11366,1613,4411,2824,1,2782
seq4_41-seq5_97,0.288680214,0.286481713,0.026414215,0.140534745,0.075654076,Bad Overlap,4443,0,3935,13093,9188,13081
origSeq_93-seq6_33,0.291472868,0.292021689,0.028914901,0.148010729,0.083104901,Bad Overlap,13052,4033,6665,2658,11,2650
seq3_37-seq8_62,0.291510143,0.294372942,0.025673243,0.141178701,0.074686992,Bad Overlap,7718,2,3882,9531,5594,9528
seq7_88-seq8_79,0.292203045,0.291369654,0.026140224,0.120277244,0,Bad Overlap,29886,2,9195,10854,1577,10733
seq3_3-seq7_84,0.293635487,0.291357627,0.025934404,0.136833066,0.071634052,Bad Overlap,1847,6,1833,16056,4381,6188
seq1_67-seq9_91,0.294049904,0.294185377,0.028336262,0.1415678,0.075914144,Bad Overlap,1566,7,1539,12713,3651,5184
seq2_55-seq9_45,0.294418239,0.29423329,0.025804779,0.136026168,0.070332107,Bad Overlap,8995,1363,3610,2259,0,2245
origSeq_82-seq8_16,0.295362351,0.294511526,0.02839785,0.147262261,0.081656069,Bad Overlap,7084,1,2695,4732,2038,4721
seq6_86-seq9_92,0.295809571,0.293488401,0.02409558,0.123938887,0.059831734,Bad Overlap,10016,91,4863,11106,6207,10926
seq1_4-seq5_62,0.29904362,0.29969704,0.02972158,0.161219571,0.093709842,Bad Overlap,1296,7,1289,6216,2998,4284
seq7_78-seq9_49,0.300499472,0.29982694,0.027777378,0.124657407,0.059262582,Bad Overlap,21394,577,6834,6324,5,6242
seq10_30-seq5_80,0.300552486,0.301093077,0.023185055,0.126297118,0.061288627,Bad Overlap,2756,6,2726,14067,6300,9027
seq6_84-seq7_91,0.300775135,0.310697885,0.027882331,0.134473263,0,Bad Overlap,7915,0,7877,27180,18274,26528
seq1_6-seq9_96,0.301596223,0.304099462,0.027163042,0.147227049,0.079609707,Bad Overlap,2689,0,2683,22667,6207,8922
seq1_46-seq1_7,0.305072057,0.303768986,0.027082963,0.187816118,0.123033345,Good Overlap,5960,620,2250,1639,3,1623
seq1_94-seq5_16,0.307161193,0.305624556,0.029980285,0.154874303,0.086443386,Bad Overlap,14620,3323,6793,3452,0,3445
origSeq_63-seq6_90,0.307614669,0.307459338,0.027836816,0.15996824,0.09173907,Bad Overlap,11987,0,8229,22994,14764,22987
seq10_58-seq5_82,0.307692308,0.311976702,0.026337637,0.132236591,0.06370542,Bad Overlap,3818,2,3362,10681,7104,10532
seq6_38-seq7_85,0.308176481,0.308803967,0.026617704,0.132381166,0.064811651,Bad Overlap,5170,45,5137,22128,11398,16505
seq10_44-seq4_90,0.309010503,0.308737557,0.027245682,0.131336904,0.063733834,Bad Overlap,6056,16,3929,10605,6623,10531
origSeq_28-seq3_18,0.309776003,0.308575404,0.026066905,0.18439813,0.117313704,Bad Overlap,3404,1,1785,4143,2356,4130
seq6_73-seq7_41,0.310038824,0.31175657,0.026531084,0.129771619,0.062736555,Bad Overlap,17181,4,5594,6588,853,6488
seq1_86-seq6_67,0.310107264,0.310768427,0.028294252,0.157167195,0.087904352,Bad Overlap,17863,6405,9961,3594,9,3576
seq6_57-seq8_42,0.31114477,0.309824281,0.027988489,0.133204732,0.065574857,Bad Overlap,10025,3,3906,6415,2522,6401
seq9_61-seq9_81,0.311759344,0.312135569,0.031131225,0.19627568,0.130680818,Good Overlap,1737,1,1711,12473,3749,5462
seq4_38-seq7_71,0.31377749,0.313511065,0.027587731,0.147313453,0.077770314,Bad Overlap,7557,3,4854,12767,7906,12751
seq4_52-seq6_6,0.321744907,0.321594684,0.026421486,0.160916607,0.088812394,Bad Overlap,3064,16,1469,2932,1468,2920
seq3_11-seq5_50,0.322090686,0.320573092,0.028796722,0.162726226,0.090404162,Bad Overlap,4439,46,1488,1522,84,1516
seq5_31-seq6_83,0.322573633,0.321984118,0.029363433,0.152782525,0.08084122,Bad Overlap,3042,6,2974,10756,6165,9125
seq3_94-seq8_35,0.323912048,0.323323094,0.027383124,0.148709408,0.076405056,Bad Overlap,27732,5903,12974,7060,1,7053
seq5_24-seq9_32,0.325172725,0.322322775,0.026347836,0.142462959,0.071195375,Bad Overlap,4128,120,2285,4900,2650,4787
seq10_52-seq7_24,0.325293976,0.323996153,0.027193853,0.130318449,0.059922031,Bad Overlap,11984,3703,6414,2932,53,2748
seq1_81-seq5_66,0.325697522,0.327962675,0.030629459,0.168108335,0.095498652,Bad Overlap,15212,5,5223,6091,814,6086
origSeq_57-origSeq_98,0.327794935,0.329203649,0.029517853,0.203831928,0.134799092,Good Overlap,5324,3,5310,19820,10869,16210
seq1_91-seq4_55,0.32906182,0.331657125,0.03178694,0.171226287,0.098433747,Bad Overlap,13297,425,4662,4300,4,4291
seq2_96-seq8_4,0.32932776,0.32979464,0.029731374,0.156665736,0.083606808,Bad Overlap,25667,19941,21832,1968,16,1911
seq1_81-seq8_27,0.330469869,0.331340179,0.02993687,0.151258456,0.077481167,Bad Overlap,15212,7530,10069,2584,1,2550
seq1_53-seq2_85,0.331742769,0.332526763,0.028584252,0.192683512,0.120355957,Bad Overlap,4597,2,4521,13618,9027,13562
seq5_69-seq9_67,0.33234802,0.341094232,0.031561453,0.147828365,0.072686076,Bad Overlap,13289,14,5973,10859,4655,10852
seq9_17-seq9_54,0.333558406,0.336396235,0.02907964,0.210033776,0.139846879,Good Overlap,2511,0,1482,3473,1932,3433
origSeq_39-seq2_83,0.334333812,0.334029636,0.031837455,0.189722679,0.117208165,Bad Overlap,5139,7,5131,16287,10194,15311
origSeq_74-seq2_98,0.334522088,0.333772917,0.030432406,0.194429379,0.122155286,Bad Overlap,10421,3,10415,42170,20707,31084
seq3_77-seq5_92,0.335968226,0.337078215,0.029675985,0.164762796,0,Bad Overlap,12451,6,8634,21913,13236,21907
seq10_96-seq1_64,0.336645517,0.336592569,0.029806877,0.153540251,0,Bad Overlap,26720,1740,10176,8521,79,8513
seq4_86-seq8_54,0.336803509,0.333749918,0.029405317,0.152350831,0.077484004,Bad Overlap,16468,1195,6339,5107,0,5074
seq5_16-seq8_86,0.337062114,0.33952488,0.031358353,0.152089972,0.077028011,Bad Overlap,3452,2,3437,24186,6741,10214
seq3_84-seq4_56,0.337807144,0.334923268,0.031963098,0.172053979,0.097191613,Bad Overlap,7040,5,3277,5890,2651,5881
origSeq_27-seq7_88,0.341000688,0.342229199,0.030599836,0.177967894,0.101444077,Bad Overlap,7086,2,6940,29886,13262,20238
seq3_13-seq5_80,0.341687817,0.336212412,0.033340924,0.171438696,0.096023636,Bad Overlap,1137,56,1133,14067,2071,3122
origSeq_6-seq3_25,0.344252163,0.349079755,0.037130691,0.211690153,0.136807336,Bad Overlap,564,1,558,4465,1055,1624
seq2_65-seq5_73,0.346477164,0.345342478,0.029423875,0.176499351,0.098713332,Bad Overlap,9254,6,4004,6276,2291,6269
seq4_53-seq6_3,0.347553907,0.343596921,0.028276791,0.156173545,0.078857502,Bad Overlap,7946,3676,5175,1524,43,1516
origSeq_4-seq3_78,0.35075777,0.349001932,0.034925549,0.203354973,0.126698506,Bad Overlap,2760,1,2732,13583,5027,7737
seq4_64-seq6_62,0.351359563,0.350767827,0.033003171,0.162564743,0.084726288,Bad Overlap,12188,5630,7943,2346,25,2332
seq1_95-seq5_62,0.354195323,0.354750043,0.032488993,0.187386626,0.108121541,Bad Overlap,17691,244,6424,6216,1,6196
origSeq_79-seq2_23,0.354297307,0.352026652,0.035428821,0.208181431,0.132155031,Bad Overlap,4896,9,1930,2444,535,2437
seq6_78-seq7_51,0.354983807,0.355621461,0.031375023,0.156515137,0.078263947,Bad Overlap,9504,17,3963,5591,1629,5586
seq2_91-seq9_77,0.355988951,0.352901598,0.030920066,0.16075681,0.081687335,Bad Overlap,15455,3519,7772,4212,11,4207
seq4_62-seq9_79,0.356660746,0.35614612,0.031271252,0.15466516,0.07702039,Bad Overlap,9914,1,4017,5363,1347,5354
seq10_73-seq1_21,0.360686138,0.358902836,0.029426103,0.160757785,0.082709839,Bad Overlap,2794,108,1664,3185,1628,3172
seq3_41-seq3_69,0.361838933,0.36214653,0.03156718,0.227886875,0.152597495,Good Overlap,6088,13,4515,10880,6367,10875
origSeq_33-seq7_78,0.361839804,0.364396447,0.030958093,0.182451363,0.101389926,Bad Overlap,4147,1,4139,21394,7290,11474
seq1_44-seq2_85,0.363198204,0.364205669,0.032777393,0.209996964,0.130837525,Bad Overlap,7117,6,5507,13618,8035,13560
seq10_65-seq9_93,0.363226396,0.361549908,0.030911089,0.140867305,0.063825363,Bad Overlap,10430,66,6429,13805,7154,13471
seq1_34-seq8_19,0.365586273,0.366089856,0.034792779,0.18198859,0.100443503,Bad Overlap,7156,872,3173,2335,10,2316
seq6_67-seq7_85,0.371044963,0.372546984,0.030761741,0.166319708,0.083554541,Bad Overlap,3594,9,3574,22128,6023,9611
seq2_34-seq3_93,0.37411784,0.376420571,0.034406886,0.205825509,0.122351085,Bad Overlap,4569,2,4561,27739,7619,12223
seq10_20-seq2_68,0.379133409,0.379274966,0.032012638,0.172352434,0.08799112,Bad Overlap,3381,49,3374,9701,5438,8765
seq1_64-seq5_14,0.383089619,0.38228472,0.035253243,0.192910409,0.107157427,Bad Overlap,8521,1614,4260,2645,0,2637
seq10_32-seq2_62,0.383400852,0.383464894,0.032284356,0.171250988,0.086119536,Bad Overlap,3705,11,3702,14392,5933,9625
seq1_52-seq7_74,0.384473953,0.382666302,0.035446081,0.189734669,0.104240046,Bad Overlap,13156,20,5666,7165,1549,7152
seq2_89-seq8_94,0.386034344,0.385188917,0.034761626,0.182895167,0,Bad Overlap,22066,19,11529,19246,7769,19238
seq1_3-seq9_70,0.386685552,0.387167794,0.035158518,0.179439091,0.094328369,Bad Overlap,2657,4,2461,6172,3701,6163
seq3_14-seq5_71,0.387160078,0.387503502,0.034833764,0.190578674,0.104338278,Bad Overlap,2789,18,2780,10284,4363,7129
seq7_47-seq9_37,0.387338262,0.386090017,0.034004953,0.155985519,0.072397274,Bad Overlap,9368,47,4238,5711,1499,5668
seq1_7-seq7_71,0.387745333,0.386423603,0.036569193,0.192234834,0.104986718,Bad Overlap,1639,3,1623,12767,2542,4153
seq6_91-seq8_24,0.390555779,0.390801127,0.034742689,0.165446015,0.080915624,Bad Overlap,20251,10348,14227,3988,29,3912
seq1_24-seq7_78,0.393729003,0.395218945,0.034406914,0.197610223,0.109056736,Bad Overlap,3526,4,3520,21394,5408,8946
seq2_75-seq3_67,0.396273407,0.393476045,0.034363198,0.207296323,0.11890583,Bad Overlap,14858,4018,8314,4264,1,4247
seq2_11-seq4_12,0.39748715,0.392630973,0.040156025,0.207638378,0.11802404,Bad Overlap,3263,1542,2238,719,30,712
seq4_86-seq5_20,0.397546012,0.396369685,0.036069703,0.188502001,0.100256055,Bad Overlap,16468,2627,8135,5505,14,5495
origSeq_78-seq7_76,0.406265498,0.405577623,0.038732055,0.203258349,0.112889913,Bad Overlap,6534,2,4917,10537,5566,10467
seq5_91-seq6_87,0.41479587,0.412737643,0.038055484,0.191284217,0.099110136,Bad Overlap,7646,1,4380,7351,2912,7254
seq7_23-seq9_90,0.41492074,0.415050427,0.036409324,0.167180911,0.078155802,Bad Overlap,4717,357,4100,9759,4661,8406
seq8_45-seq8_87,0.416661944,0.430539419,0.040932249,0.270707852,0.18117309,Good Overlap,8628,0,7352,16804,9017,16799
origSeq_47-seq5_49,0.417294492,0.413810526,0.036980116,0.214137674,0.121891804,Bad Overlap,11225,1,4986,5642,722,5636
origSeq_82-seq6_81,0.418051155,0.417150375,0.036428315,0.210057273,0.117235736,Bad Overlap,7084,1,5411,11254,5858,11248
origSeq_5-seq6_34,0.420259657,0.423033977,0.038352745,0.218487914,0.124899082,Bad Overlap,2654,4,2626,8421,3589,6241
seq2_72-seq4_1,0.421195652,0.422937989,0.03907965,0.220668708,0.125628725,Bad Overlap,9987,6684,8079,1419,9,1414
seq2_92-seq5_31,0.423128793,0.425260329,0.039412118,0.227160244,0.130404183,Bad Overlap,2022,3,1258,3042,947,2213
seq10_72-seq4_18,0.423549586,0.424372146,0.036318317,0.190614896,0.096227241,Bad Overlap,11515,4546,7510,3063,29,3003
seq10_13-seq2_39,0.425966851,0.419553073,0.032559203,0.211219305,0.117080643,Bad Overlap,773,1,772,4518,1038,1789
seq3_64-seq9_29,0.426835952,0.427306745,0.036833982,0.185243958,0.091976888,Bad Overlap,9635,5,4678,6127,1318,6000
seq5_88-seq9_42,0.427963396,0.427272727,0.038127044,0.184335275,0.090348492,Bad Overlap,13051,3,6036,7077,1049,7065
seq1_51-seq3_84,0.43080654,0.430360918,0.040634985,0.236423876,0.141651757,Bad Overlap,11253,1,5508,7040,1531,7028
origSeq_49-seq9_16,0.432523861,0.432797971,0.039825143,0.206468031,0.109807616,Bad Overlap,8897,622,4202,3639,2,3586
seq1_89-seq5_32,0.432859968,0.430556809,0.040397644,0.22362319,0.1271408,Bad Overlap,15964,4840,9656,4791,2,4773
origSeq_71-seq8_34,0.433705081,0.44075727,0.041253381,0.210621359,0.1133687,Bad Overlap,11701,0,5950,8162,2018,8141
seq1_93-seq4_98,0.436742725,0.43574936,0.038811886,0.233197105,0,Bad Overlap,17969,0,12652,23609,11000,23601
origSeq_49-origSeq_67,0.440993789,0.43914956,0.039577084,0.273822576,0.181289646,Good Overlap,8897,6166,7373,1210,6,1204
seq8_88-seq8_90,0.443253912,0.443463147,0.040044759,0.272639213,0.178650729,Good Overlap,13972,0,9432,16758,7307,16747
seq7_48-seq7_91,0.44530344,0.44765204,0.041739555,0.275696178,0.182080343,Good Overlap,2338,23,2327,27180,2859,5185
seq1_52-seq9_35,0.445680565,0.445626935,0.036269323,0.207264093,0.10807934,Bad Overlap,13156,2822,7429,4646,3,4609
origSeq_14-seq6_75,0.45215282,0.453478524,0.039822944,0.240070712,0.139265023,Bad Overlap,3734,1,3729,18617,4512,8260
seq4_87-seq5_87,0.454623721,0.455643735,0.040942745,0.219697847,0,Bad Overlap,15031,17,8994,13749,4732,13746
seq5_87-seq8_86,0.456631376,0.45725822,0.03931141,0.198896749,0,Bad Overlap,13749,16,11877,24186,12242,24133
seq4_92-seq5_25,0.456769056,0.456680754,0.039700592,0.218681499,0.116699314,Bad Overlap,23043,10740,16361,5630,3,5622
seq2_97-seq5_48,0.458100861,0.458570114,0.040388678,0.229747885,0.126787208,Bad Overlap,29541,11083,19540,8480,3,8476
seq7_57-seq9_92,0.458558983,0.459322831,0.037326643,0.185155196,0.086723002,Bad Overlap,3936,31,3926,11106,4589,8496
seq10_47-seq7_89,0.459289312,0.457619983,0.038195475,0.181599943,0.084439093,Bad Overlap,3376,53,3336,31093,3825,7086
seq1_90-seq3_39,0.460734424,0.459694088,0.038321232,0.267611968,0.166730076,Bad Overlap,15832,8562,11912,3358,1,3337
origSeq_24-seq2_50,0.462032614,0.459002816,0.047948261,0.281905358,0.183491955,Bad Overlap,3667,1,2806,5192,2405,5176
seq5_23-seq5_96,0.463309591,0.465611084,0.04742061,0.283184222,0.183939818,Good Overlap,2804,4,2801,12272,3237,6060
seq6_41-seq6_62,0.464379415,0.46621078,0.042624266,0.295418573,0.199248167,Good Overlap,6328,1398,3699,2346,25,2343
seq4_14-seq5_89,0.464637805,0.463142059,0.03902192,0.225272553,0.120948586,Bad Overlap,2203,4,2172,12085,2467,4622
seq2_16-seq5_85,0.467277372,0.467746194,0.042078943,0.232449856,0.128281442,Bad Overlap,5311,0,5305,17147,6042,11357
seq3_70-seq3_93,0.467949952,0.467693789,0.042882917,0.289745158,0.191482595,Good Overlap,9741,0,9724,27739,11039,20753
seq2_78-seq5_51,0.470188247,0.46893385,0.041358259,0.242376315,0.137339505,Bad Overlap,13788,0,6569,6731,183,6719
seq10_42-seq1_51,0.471332008,0.471416077,0.042200605,0.217121262,0.11230648,Bad Overlap,7284,5,5932,11253,5296,11225
seq4_95-seq6_37,0.47353052,0.471988663,0.045519419,0.22625276,0.119872624,Bad Overlap,19784,9197,14224,5031,29,5025
seq2_37-seq8_80,0.475346577,0.476618192,0.044501047,0.224570331,0.11890104,Bad Overlap,3336,1,3327,9400,3662,7005
seq2_38-seq4_85,0.479718004,0.483415895,0.04190713,0.242835371,0.134676721,Bad Overlap,4435,5,4428,10297,4790,9279
seq1_80-seq7_92,0.481230732,0.482107296,0.041535079,0.24236812,0.134415027,Bad Overlap,7967,0,7961,35718,8576,16565
origSeq_97-seq3_53,0.484223812,0.484928054,0.044461007,0.274288552,0.167792707,Bad Overlap,19552,10045,14649,4638,1,4618
seq3_47-seq7_68,0.485143443,0.484615385,0.045219028,0.233184814,0.124365103,Bad Overlap,6915,3012,4906,1917,1,1891
seq4_55-seq9_36,0.485220085,0.484621349,0.040359145,0.208207023,0.101782058,Bad Overlap,4300,20,3779,7262,3467,7217
seq1_23-seq1_91,0.485963539,0.486021024,0.043544563,0.295676788,0.192155598,Good Overlap,4360,2,4347,13297,4583,8929
seq1_72-seq9_41,0.492045193,0.492746949,0.043366098,0.232687349,0.121655093,Bad Overlap,8033,3698,5832,2148,2,2142
seq10_79-seq9_66,0.496620755,0.493936527,0.042320581,0.1957905,0.089975985,Bad Overlap,16477,5183,10988,6151,395,6138
seq2_66-seq6_54,0.499777745,0.499555292,0.044147207,0.25045255,0.138644453,Bad Overlap,4823,0,3373,5310,1926,5296
seq1_23-seq6_65,0.502452698,0.498233216,0.043865462,0.25576501,0.144587872,Bad Overlap,4360,2,4304,10567,4204,8434
seq5_88-seq5_92,0.50352385,0.50290435,0.046516638,0.3092184,0.203286088,Good Overlap,13051,0,11717,21913,10219,21907
seq1_43-seq4_78,0.505919053,0.506471716,0.048710583,0.273851977,0.16102064,Bad Overlap,7884,5,6330,10968,4623,10962
seq1_11-seq4_95,0.506449258,0.508363636,0.045250729,0.27101482,0.159220071,Bad Overlap,2154,10,2091,19784,1965,4062
seq10_49-seq2_82,0.509067204,0.508776091,0.0450645,0.226315885,0.114287077,Bad Overlap,4333,3,4298,10207,4107,8397
seq3_88-seq8_22,0.511660868,0.513478819,0.044096489,0.231572423,0.118022302,Bad Overlap,7772,24,3995,4044,13,4013
seq1_83-seq2_94,0.511751152,0.511441582,0.046855309,0.290261886,0.178253137,Bad Overlap,8918,4,8888,22939,8446,17319
seq2_10-seq8_52,0.511837655,0.511194732,0.04770657,0.244501349,0.130709924,Bad Overlap,2739,9,2733,10601,2592,5309
seq3_69-seq9_80,0.5126691,0.510303161,0.045338069,0.229288247,0.11617822,Bad Overlap,10880,1566,6341,4747,0,4730
seq3_91-seq5_13,0.515110398,0.519084903,0.047211121,0.253508869,0.137299802,Bad Overlap,9158,1055,5231,4279,4,4247
origSeq_53-seq7_10,0.515186246,0.517948718,0.054477755,0.273757386,0.158789928,Bad Overlap,2313,572,1471,1002,4,913
seq6_87-seq8_58,0.519347224,0.520380991,0.047225857,0.222798222,0.109191615,Bad Overlap,7351,17,5077,7500,2409,7490
seq4_47-seq8_77,0.520772136,0.522125745,0.044435735,0.233095192,0.117924317,Bad Overlap,5112,7,4971,9452,4427,9418
seq10_79-seq6_14,0.521733243,0.519259562,0.04611571,0.217320479,0.104137814,Bad Overlap,16477,9097,12950,3835,5,3820
seq1_2-seq4_84,0.5272154,0.530023095,0.051697998,0.289229032,0.171961446,Bad Overlap,3277,95,3272,11128,2844,6057
origSeq_80-seq2_86,0.531811623,0.529341949,0.049376618,0.300095519,0.183694265,Bad Overlap,4064,4,4058,16435,3563,7577
origSeq_99-seq9_99,0.532319966,0.532753161,0.046514747,0,0,Bad Overlap,24719,22,24711,53514,21683,46415
seq5_20-seq8_54,0.532928065,0.530344928,0.044903428,0.228216264,0.112468451,Bad Overlap,5505,14,3696,5107,1418,5062
seq8_31-seq8_90,0.53372231,0.535376429,0.046970146,0.332315762,0.220027173,Good Overlap,5457,6,5403,16758,4661,10094
seq1_29-seq7_90,0.534556791,0.535322098,0.0473425,0.263885228,0,Bad Overlap,9177,36,9124,22962,7860,16976
seq10_52-seq10_85,0.539690107,0.540456925,0.049364546,0.33256107,0.218777373,Good Overlap,11984,1,6793,7430,602,7415
seq3_74-seq8_74,0.540219516,0.543241225,0.046537051,0.253037365,0.132742287,Bad Overlap,3652,13,3606,7090,3012,6649
seq6_74-seq7_38,0.541355502,0.543222004,0.044899702,0.241872674,0.12230576,Bad Overlap,8890,1794,5636,3883,1,3872
seq4_32-seq5_5,0.546523017,0.544590164,0.05190428,0.26515362,0.142532888,Bad Overlap,7739,4683,6357,1745,7,1668
seq10_20-seq7_79,0.548864418,0.548398209,0.044085341,0.231110309,0.110489955,Bad Overlap,3381,50,3240,17004,2481,5665
seq3_40-seq7_91,0.549995035,0.548200578,0.046309337,0.259173563,0.136098673,Bad Overlap,5603,31,5570,27180,4499,9998
seq4_10-seq6_1,0.55055788,0.552585908,0.050886874,0.261457362,0.139429107,Bad Overlap,1643,28,1607,2953,1253,2845
seq10_58-seq2_95,0.551979121,0.557243158,0.047499949,0.238306856,0.115949749,Bad Overlap,3818,3,3810,30676,3082,6971
seq5_92-seq9_42,0.552835961,0.553396537,0.050798956,0.231661617,0,Bad Overlap,21913,9168,16215,7077,2,7065
seq7_38-seq8_82,0.556338028,0.555315471,0.049635506,0.241076431,0.119101959,Bad Overlap,3883,1,3872,18544,3076,6931
seq4_40-seq4_67,0.556779661,0.552838577,0.053759719,0.344175442,0.226536641,Good Overlap,3629,10,3295,5520,2281,5514
seq5_83-seq7_16,0.558321807,0.557914167,0.051043704,0.263197278,0.137506652,Bad Overlap,2472,313,1524,1243,10,1219
seq2_38-seq7_90,0.562154882,0.564033794,0.049176472,0.256814367,0.13187599,Bad Overlap,4435,261,4435,22962,3251,7457
seq1_33-seq9_37,0.57334406,0.571851453,0.049392741,0.277436225,0.14843123,Bad Overlap,2209,1,2139,5711,1521,3646
seq1_54-seq6_3,0.573991031,0.569811321,0.052255632,0.281788522,0.155056354,Bad Overlap,7201,4531,6067,1524,6,1516
seq5_75-seq7_89,0.576127096,0.573188209,0.05048254,0,0,Bad Overlap,15172,53,15030,31093,10877,25675
seq10_81-seq6_74,0.576347014,0.575769381,0.049790306,0.237635063,0,Bad Overlap,19575,4166,13055,8890,14,8882
origSeq_88-seq8_68,0.576836446,0.576097241,0.052990409,0.288479235,0.159556778,Bad Overlap,16591,2828,10767,7929,0,7915
origSeq_23-seq2_41,0.577408342,0.578034682,0.053026588,0.328058736,0.201124018,Bad Overlap,4681,3,3893,6003,2059,5959
origSeq_85-seq7_82,0.580176972,0.579836924,0.05292136,0.29737414,0,Bad Overlap,11542,4,10757,17790,6996,17734
seq5_77-seq7_91,0.581964862,0.581138854,0.052537866,0,0,Bad Overlap,16950,41,16272,27180,10981,27157
seq1_73-seq7_81,0.587282376,0.58877551,0.050782864,0.289787357,0.158282146,Bad Overlap,6342,24,6332,13840,4423,10770
origSeq_94-seq10_25,0.588395904,0.586135896,0.055408567,0.268271516,0.137870352,Bad Overlap,14804,13340,14202,891,1,855
seq2_79-seq3_87,0.589044344,0.591273585,0.054299061,0.31013616,0.178592998,Bad Overlap,4983,0,4968,16291,3451,8465
origSeq_46-seq10_62,0.596723044,0.597233953,0.052394701,0.284330657,0.150050277,Bad Overlap,11082,1623,7268,5711,1,5658
seq10_96-seq7_39,0.599471981,0.600051025,0.05204109,0.243852884,0,Bad Overlap,26720,15428,22467,7514,450,7506
seq4_42-seq9_81,0.60607484,0.60895244,0.054677935,0.269527826,0,Bad Overlap,8143,0,7742,12473,4631,12467
seq2_43-seq2_65,0.606633649,0.605568096,0.061910534,0.370845793,0.243070668,Good Overlap,4052,0,4042,9254,2611,6635
seq2_94-seq9_24,0.609143669,0.608169081,0.054521231,0.283243848,0.147858817,Bad Overlap,22939,14529,19672,5312,33,5155
seq5_79-seq7_76,0.615650579,0.61338633,0.055726038,0.272788066,0,Bad Overlap,12388,76,8801,10537,1860,10502
seq3_68-seq7_46,0.615674956,0.616186253,0.058969003,0.293740141,0.155930521,Bad Overlap,2854,8,2781,6939,1658,4437
origSeq_35-seq5_2,0.615803815,0.612814645,0.059610271,0.333280417,0.195891439,Bad Overlap,5285,884,3596,2704,3,2681
seq10_63-seq10_74,0.616139426,0.616672761,0.059433402,0.378844193,0.248786582,Good Overlap,8425,0,8414,14113,5231,13664
seq1_17-seq5_7,0.618763326,0.61498708,0.057665076,0.309971877,0.174077893,Bad Overlap,5532,3188,4639,1439,1,1429
seq1_80-seq2_96,0.620837558,0.621192053,0.058456375,0.352174227,0.217035168,Bad Overlap,7967,0,7961,25667,4856,12829
origSeq_22-seq9_50,0.625714286,0.626603325,0.053778228,0.295650026,0.1563137,Bad Overlap,4298,2976,4290,2656,778,2097
origSeq_78-seq5_79,0.627081128,0.626145683,0.057059254,0.332966964,0.194270035,Bad Overlap,6534,4,6520,12388,3861,10351
seq6_81-seq8_16,0.627519484,0.626817447,0.054820283,0.272215207,0.133637213,Bad Overlap,11254,3839,8509,4732,27,4683
seq10_32-seq6_89,0.634628611,0.631651933,0.055955314,0.260700826,0.12313848,Bad Overlap,3705,11,3702,10995,2122,5766
seq1_61-seq1_82,0.635154492,0.635452873,0.056532395,0.390013826,0.255610038,Good Overlap,3117,5,3109,4989,1775,4883
seq3_77-seq5_88,0.639782862,0.641358898,0.054505696,0.312380323,0,Bad Overlap,12451,17,9917,13051,3040,13008
origSeq_54-seq8_28,0.649102711,0.650215681,0.058698726,0.308929279,0.165552738,Bad Overlap,5146,9,5109,7853,2720,7845
seq10_93-seq7_62,0.651257561,0.65027776,0.054244065,0.261075916,0,Bad Overlap,29421,13721,23949,10367,5,10189
seq1_68-seq9_52,0.654936461,0.653581943,0.05455693,0.317859758,0.168844999,Bad Overlap,2883,1509,2849,5289,672,2004
seq1_73-seq8_75,0.657968604,0.659490789,0.057187612,0.311223233,0.16332342,Bad Overlap,6342,1,6330,13390,3278,9650
seq2_86-seq3_34,0.660246121,0.661441672,0.061955957,0.350936321,0.205630264,Bad Overlap,16435,7092,13262,6219,2,6205
origSeq_52-seq5_92,0.660717131,0.662866192,0.059552094,0.372463072,0.228001504,Bad Overlap,4170,1,4147,21913,2106,6292
seq10_95-seq6_41,0.660975867,0.661404063,0.055907246,0.263266239,0.12160134,Bad Overlap,25456,15981,22253,6328,14,6298
seq3_63-seq7_70,0.664356664,0.663929687,0.062401366,0.313178424,0.165876108,Bad Overlap,12204,3548,9300,5790,2,5743
origSeq_93-seq4_89,0.672806067,0.672383511,0.063411601,0.376079742,0,Bad Overlap,13052,2,13043,21312,6333,19349
origSeq_63-seq7_67,0.67347678,0.673878437,0.06050757,0.341765637,0,Bad Overlap,11987,0,9296,11144,1816,11129
seq7_50-seq8_69,0.673595209,0.672788275,0.056900506,0.286321082,0,Bad Overlap,7697,5,7653,14866,3662,11282
seq5_89-seq6_73,0.67516617,0.672709428,0.061788714,0.307155089,0,Bad Overlap,12085,44,11827,17181,5411,17063
seq1_55-seq3_74,0.681758653,0.681341326,0.06680142,0.373100348,0.222712353,Bad Overlap,7616,2281,5925,3652,10,3647
