KEY , GAPS , MATCHES , ALL , OVERLAP_TYPE 
seq1_31-seq4_63,0.00325657,0.023758731,0.01405027,Bad Overlap
seq1_32-seq3_93,0.010564207,0.087402781,0.054586627,Bad Overlap
seq1_33-seq7_47,0.071458437,0.458621257,0.24875782,Bad Overlap
seq1_33-seq9_37,0.043656019,0.274902388,0.145917455,Bad Overlap
seq1_34-seq8_19,0.031067246,0.180329393,0.098755608,Bad Overlap
seq1_36-seq3_73,0.081636997,0.538306085,0.317786,Bad Overlap
seq1_39-seq3_51,0.076464178,0.555151206,0.334871303,Bad Overlap
seq1_39-seq6_70,0.008113684,0.051571952,0.029022779,Bad Overlap
seq1_40-seq4_58,0.082252921,0.521498238,0.30224688,Bad Overlap
seq1_40-seq5_82,0.086554452,0.506174303,0.287789222,Bad Overlap
seq1_42-seq6_18,0.006485643,0.051825127,0.02965099,Bad Overlap
seq1_43-seq4_78,0.04307516,0.271400045,0.158344182,Bad Overlap
seq1_43-seq7_35,0.085100407,0.494520363,0.272083082,Bad Overlap
seq1_44-seq2_85,0.028663666,0.207876125,0.12839139,Bad Overlap
seq1_44-seq1_53,0.062141458,0.454096827,0.296333766,Good Overlap
seq1_44-seq3_46,0.010153952,0.080414464,0.049398021,Bad Overlap
seq1_46-seq7_71,0.058523284,0.363145732,0.194395769,Bad Overlap
seq1_46-seq1_7,0.0243539,0.18645739,0.121372372,Good Overlap
seq1_46-seq2_73,0.008088374,0.057037731,0.03557382,Bad Overlap
seq1_50-seq2_68,0.073196647,0.545009375,0.331249609,Bad Overlap
seq1_50-seq7_79,0.070225252,0.497926202,0.279253451,Bad Overlap
seq1_51-seq3_84,0.036465304,0.234412433,0.139425888,Bad Overlap
seq1_51-seq4_56,0.008067693,0.05884606,0.033588241,Bad Overlap
seq1_52-seq4_88,0.079830436,0.523300497,0.301050489,Bad Overlap
seq1_52-seq7_74,0.031342601,0.187824879,0.102309291,Bad Overlap
seq1_52-seq9_35,0.032166826,0.205263423,0.106156739,Bad Overlap
seq1_53-seq2_85,0.025368692,0.190992249,0.118395924,Bad Overlap
seq1_53-seq3_46,0.014240051,0.107305174,0.065341703,Bad Overlap
seq1_54-seq4_53,0.080163066,0.523636726,0.302251641,Bad Overlap
seq1_54-seq6_3,0.04916119,0.280293091,0.153545937,Bad Overlap
seq1_55-seq8_74,0.061469533,0.362820684,0.195981302,Bad Overlap
seq1_55-seq3_74,0.061010285,0.370482784,0.219821231,Bad Overlap
seq1_57-seq7_52,0.078220595,0.450505588,0.246323065,Bad Overlap
seq1_58-seq9_98,0.023179407,0.1312782,0,Bad Overlap
seq1_58-seq5_77,0.006314965,0.041455808,0.02466982,Bad Overlap
seq1_58-seq6_84,0.002582318,0.016346417,0.009548399,Bad Overlap
seq1_59-seq1_90,0.071909419,0.586679077,0.387708413,Good Overlap
seq1_60-seq2_81,0.082209389,0.566378347,0.352808313,Bad Overlap
seq1_61-seq1_82,0.051056941,0.387161137,0.252133198,Good Overlap
seq1_63-seq8_93,0.077574852,0.427355495,0.228855167,Bad Overlap
seq1_63-seq8_44,0.077141312,0.481369056,0.260854475,Bad Overlap
seq1_64-seq5_14,0.030980069,0.191000177,0.105195364,Bad Overlap
seq1_66-seq1_86,0.002223884,0.020706913,0.014186563,Good Overlap
seq1_67-seq9_91,0.025624797,0.140434417,0.074792408,Bad Overlap
seq1_68-seq9_52,0.048145499,0.315223657,0.166228876,Bad Overlap
seq1_68-seq5_71,0.008678954,0.04360431,0.023766099,Bad Overlap
seq1_69-seq7_21,0.063111524,0.391433917,0.213137326,Bad Overlap
seq1_71-seq7_78,0.016941012,0.101144284,0.054661086,Bad Overlap
seq1_71-seq3_71,0.074539031,0.448203343,0.256923366,Bad Overlap
seq1_72-seq5_98,0.082144164,0.522464609,0.302181315,Bad Overlap
seq1_72-seq9_41,0.040024933,0.231333677,0.12033896,Bad Overlap
seq1_73-seq7_81,0.045201986,0.287125496,0.15559845,Bad Overlap
seq1_73-seq8_75,0.05163584,0.30881477,0.160982112,Bad Overlap
seq1_74-seq9_76,0.078948819,0.462458213,0.242436754,Bad Overlap
seq1_74-seq5_24,0.021983475,0.127877635,0.07226728,Bad Overlap
seq1_74-seq9_32,0.013884089,0.082872421,0.044337346,Bad Overlap
seq1_76-seq8_89,0.064591819,0.390680064,0,Bad Overlap
seq1_76-seq6_47,0.007386589,0.046981205,0.027456331,Bad Overlap
seq1_76-seq7_69,0.006163097,0.040991752,0.022597977,Bad Overlap
seq1_77-seq5_86,0.010563558,0.066907577,0.038094047,Bad Overlap
seq1_78-seq4_16,0.018219388,0.114615814,0.066592413,Bad Overlap
seq1_79-seq6_75,0.01680949,0.105561479,0.056432889,Bad Overlap
seq1_80-seq2_96,0.052713922,0.349296339,0.213760286,Bad Overlap
seq1_80-seq7_92,0.03742713,0.240435555,0.132431286,Bad Overlap
seq1_81-seq5_66,0.027195135,0.166450887,0.093767615,Bad Overlap
seq1_81-seq8_27,0.026444747,0.149778394,0.076082109,Bad Overlap
seq1_81-seq5_63,0.002591687,0.016334943,0.009173415,Bad Overlap
seq1_83-seq2_94,0.041454329,0.287595282,0.175219505,Bad Overlap
seq1_83-seq9_24,0.082649055,0.461564364,0.243623674,Bad Overlap
seq1_85-seq2_90,0.059008854,0.410839719,0,Bad Overlap
seq1_86-seq7_85,0.08239173,0,0,Bad Overlap
seq1_86-seq6_38,0.064450791,0.415233481,0.231285375,Bad Overlap
seq1_86-seq6_67,0.025928146,0.156076739,0.086777967,Bad Overlap
seq1_86-seq2_30,0.00609147,0.041420983,0.024662101,Bad Overlap
seq1_86-seq8_28,0.07818926,0.453994385,0.240600112,Bad Overlap
seq1_88-seq4_81,0.061329587,0.400303171,0.230217531,Bad Overlap
seq1_89-seq7_89,0.01979911,0.12062187,0,Bad Overlap
seq1_89-seq5_32,0.03669002,0.221946409,0.125378065,Bad Overlap
seq1_89-seq5_75,0.012933788,0.077348657,0.042761794,Bad Overlap
seq1_90-seq2_44,0.084670951,0.555473394,0.33567806,Bad Overlap
seq1_90-seq3_39,0.035009986,0.265948748,0.164796602,Bad Overlap
seq1_90-seq9_13,0.020026358,0.111031049,0.056136884,Bad Overlap
seq1_90-seq3_29,0.0830985,0.507777001,0.297319709,Bad Overlap
seq1_91-seq6_65,0.069660993,0.402560376,0,Bad Overlap
seq1_91-seq4_55,0.028672929,0.169670877,0.096797078,Bad Overlap
seq1_91-seq9_36,0.021685713,0.114398461,0.057799465,Bad Overlap
seq1_92-seq9_23,0.013732799,0.080053675,0.041426314,Bad Overlap
seq1_93-seq4_98,0.034867085,0.231290826,0,Bad Overlap
seq1_93-seq2_95,0.018265259,0.123471943,0.073680682,Bad Overlap
seq1_93-seq8_39,0.012585875,0.073450815,0.037972566,Bad Overlap
seq1_94-seq8_86,0.066432999,0.378541655,0,Bad Overlap
seq1_94-seq5_87,0.083160376,0.509483666,0.287816449,Bad Overlap
seq1_94-seq5_16,0.025973,0.153103192,0.08462193,Bad Overlap
seq1_94-seq4_87,0.080332342,0.525787867,0.314453628,Bad Overlap
seq1_95-seq5_62,0.02866158,0.185648778,0.106262297,Bad Overlap
seq1_95-seq6_21,0.01498379,0.093799499,0.0529864,Bad Overlap
seq1_95-seq9_56,0.009474367,0.053924662,0.028372207,Bad Overlap
seq1_95-seq8_46,0.074384978,0.478866998,0.25630206,Bad Overlap
seq10_7-seq10_89,0.010236461,0.066759418,0.044048706,Good Overlap
seq10_13-seq2_39,0.029602178,0.209491265,0.115323141,Bad Overlap
seq10_15-seq3_92,0.062908917,0.346971788,0.168783505,Bad Overlap
seq10_18-seq10_69,0.069679105,0.478778052,0.305779504,Good Overlap
seq10_18-seq7_84,0.074651911,0.346785389,0.152673905,Bad Overlap
seq10_20-seq2_68,0.028773029,0.170893435,0.086616315,Bad Overlap
seq10_20-seq7_79,0.039474569,0.229096544,0.108712438,Bad Overlap
seq10_21-seq1_76,0.003302835,0.023014225,0.012588541,Bad Overlap
seq10_26-seq1_93,0.008741937,0.050150612,0.025951659,Bad Overlap
seq10_30-seq5_80,0.02087512,0.125089382,0.060219054,Bad Overlap
seq10_32-seq2_62,0.029117736,0.169851369,0.084820049,Bad Overlap
seq10_32-seq6_89,0.049725644,0.258094161,0.120878802,Bad Overlap
seq10_42-seq1_51,0.037800801,0.215195711,0.110470541,Bad Overlap
seq10_44-seq4_90,0.024754756,0.130283785,0.062794113,Bad Overlap
seq10_46-seq10_76,0.080354864,0.612738902,0.401713784,Good Overlap
seq10_47-seq5_69,0.059907215,0.286424176,0.135285409,Bad Overlap
seq10_47-seq7_89,0.034116932,0.179647809,0.082789639,Bad Overlap
seq10_49-seq2_82,0.040418323,0.224224971,0.112348859,Bad Overlap
seq10_50-seq1_56,0.077469678,0.435228571,0.224183847,Bad Overlap
seq10_52-seq10_85,0.044496549,0.330019671,0.215673954,Good Overlap
seq10_52-seq7_24,0.024781264,0.129335889,0.059089186,Bad Overlap
seq10_52-seq7_7,0.020486917,0.110979838,0.051476386,Bad Overlap
seq10_56-seq2_93,0.015251373,0.081922808,0.040906666,Bad Overlap
seq10_56-seq4_75,0.075290284,0.402094619,0.19610578,Bad Overlap
seq10_58-seq2_95,0.042572039,0.236170919,0.114036419,Bad Overlap
seq10_58-seq5_82,0.023499539,0.131027233,0.062631283,Bad Overlap
seq10_61-seq7_87,0.076888433,0.393919168,0,Bad Overlap
seq10_63-seq10_74,0.054031313,0.376201427,0.24556285,Good Overlap
