KEY	ERROR	SCORE	OVERLAP TYPE
origSeq_63-seq7_67	No error	0.583008057	Bad Overlap
origSeq_63-seq6_90	No error	0.594702969	Bad Overlap
origSeq_63-seq3_69	No error	0.638213085	Bad Overlap
origSeq_63-seq9_80	No error	0.549208142	Bad Overlap
origSeq_64-seq5_57	No error	0.605094428	Bad Overlap
origSeq_64-seq9_52	No error	0.552516512	Bad Overlap
origSeq_66-seq4_67	No error	0.651749137	Bad Overlap
origSeq_66-seq4_40	No error	0.606673885	Bad Overlap
origSeq_68-seq5_55	No error	0.659895041	Bad Overlap
origSeq_69-seq3_24	No error	0.631038899	Bad Overlap
origSeq_71-seq8_34	No error	0.554667697	Bad Overlap
origSeq_71-seq2_62	No error	0.610254813	Bad Overlap
origSeq_71-seq6_89	No error	0.544609995	Bad Overlap
origSeq_72-seq5_8	No error	0.602384196	Bad Overlap
origSeq_73-seq9_27	No error	0.558268085	Bad Overlap
origSeq_74-seq2_98	No error	0.655291956	Bad Overlap
origSeq_74-seq2_97	No error	0.64714772	Bad Overlap
origSeq_74-seq7_11	No error	0.585843836	Bad Overlap
origSeq_75-seq1_55	No error	0.648884768	Bad Overlap
origSeq_75-seq8_74	No error	0.553409693	Bad Overlap
origSeq_75-seq3_74	No error	0.630850037	Bad Overlap
origSeq_75-seq5_26	No error	0.578264224	Bad Overlap
origSeq_76-seq6_49	No error	0.596739738	Bad Overlap
origSeq_78-seq5_79	No error	0.60552344	Bad Overlap
origSeq_78-seq7_76	No error	0.572573232	Bad Overlap
origSeq_79-seq2_23	No error	0.659457027	Bad Overlap
origSeq_80-seq2_86	No error	0.636627082	Bad Overlap
origSeq_80-seq3_34	No error	0.61905356	Bad Overlap
origSeq_82-seq6_81	No error	0.578669194	Bad Overlap
origSeq_82-seq7_15	No error	0.579665228	Bad Overlap
origSeq_82-seq8_16	No error	0.571238263	Bad Overlap
origSeq_82-seq10_71	No error	0.520486481	Bad Overlap
origSeq_83-seq4_54	No error	0.623377753	Bad Overlap
origSeq_83-seq9_69	No error	0.547934539	Bad Overlap
origSeq_83-seq7_51	No error	0.559618436	Bad Overlap
origSeq_83-seq6_78	No error	0.566542118	Bad Overlap
origSeq_84-seq1_91	No error	0.661983031	Bad Overlap
origSeq_84-seq9_36	No error	0.545650199	Bad Overlap
origSeq_84-seq4_55	No error	0.624657285	Bad Overlap
origSeq_84-seq6_65	No error	0.592224389	Bad Overlap
origSeq_84-seq10_3	No error	0.548296982	Bad Overlap
origSeq_85-seq7_82	No error	0.584006578	Bad Overlap
origSeq_85-seq10_87	No error	0.533281925	Bad Overlap
origSeq_87-seq8_87	No error	0.555841455	Bad Overlap
origSeq_87-seq9_87	No error	0.553450057	Bad Overlap
origSeq_88-seq8_68	No error	0.570583207	Bad Overlap
origSeq_89-seq3_56	No error	0.628927396	Bad Overlap
origSeq_90-seq7_37	No error	0.561754192	Bad Overlap
origSeq_91-seq6_44	No error	0.611895043	Bad Overlap
origSeq_92-seq4_86	No error	0.616310401	Bad Overlap
origSeq_93-seq4_89	No error	0.629864312	Bad Overlap
origSeq_93-seq6_33	No error	0.57818056	Bad Overlap
origSeq_93-seq7_93	No error	0.616518554	Bad Overlap
origSeq_94-seq3_71	No error	0.647571012	Bad Overlap
origSeq_94-seq10_67	No error	0.540529212	Bad Overlap
origSeq_94-seq10_25	No error	0.527140728	Bad Overlap
origSeq_95-seq4_27	No error	0.619983702	Bad Overlap
origSeq_95-seq2_24	No error	0.649059343	Bad Overlap
origSeq_95-seq7_41	No error	0.563023284	Bad Overlap
origSeq_95-seq6_73	No error	0.577543661	Bad Overlap
origSeq_96-seq8_37	No error	0.560766871	Bad Overlap
origSeq_97-seq3_53	No error	0.635550533	Bad Overlap
origSeq_97-seq2_15	No error	0.679926127	Bad Overlap
origSeq_98-seq5_33	No error	0.630136897	Bad Overlap
origSeq_99-seq9_99	No error	0	Bad Overlap
origSeq_99-seq3_15	No error	0.64135765	Bad Overlap
seq9_17-seq9_54	No error	0.698434577	Good Overlap
seq9_31-seq9_78	No error	0.6731165	Good Overlap
seq9_40-seq9_72	No error	0.69677692	Good Overlap
seq9_57-seq9_98	No error	0.677005523	Good Overlap
seq9_61-seq9_81	No error	0.690879026	Good Overlap
seq9_63-seq9_95	No error	0.706189028	Good Overlap
seq7_23-seq9_90	No error	0.47741865	Bad Overlap
seq7_24-seq7_7	No error	0.673758321	Good Overlap
seq7_38-seq8_82	No error	0.506179788	Bad Overlap
seq7_47-seq9_37	No error	0.47339023	Bad Overlap
seq7_48-seq7_91	No error	0.691298077	Good Overlap
seq7_50-seq8_69	No error	0.497857784	Bad Overlap
seq7_56-seq9_40	No error	0.503559123	Bad Overlap
seq7_56-seq8_14	No error	0.502080245	Bad Overlap
seq7_56-seq9_72	No error	0.479962486	Bad Overlap
seq7_57-seq9_92	No error	0.480452912	Bad Overlap
seq7_58-seq9_68	No error	0.467346555	Bad Overlap
seq7_74-seq9_35	No error	0.478864308	Bad Overlap
seq7_78-seq9_49	No error	0.484205245	Bad Overlap
seq7_81-seq8_75	No error	0.482641173	Bad Overlap
seq7_85-seq8_28	No error	0.483661716	Bad Overlap
seq7_86-seq7_94	No error	0.698771149	Good Overlap
seq7_88-seq8_79	No error	0.482696006	Bad Overlap
seq7_89-seq9_67	No error	0.483560503	Bad Overlap
seq7_90-seq9_78	No error	0.485706005	Bad Overlap
seq7_90-seq9_31	No error	0.488918745	Bad Overlap
seq7_91-seq9_98	No error	0	Bad Overlap
seq7_91-seq8_51	No error	0.500508152	Bad Overlap
seq7_91-seq9_57	No error	0.478841388	Bad Overlap
seq7_92-seq8_4	No error	0.519065227	Bad Overlap
seq8_14-seq9_72	No error	0.483638937	Bad Overlap
seq8_15-seq8_67	No error	0.665081503	Good Overlap
seq8_15-seq8_57	No error	0.674473066	Good Overlap
seq8_31-seq8_90	No error	0.693689266	Good Overlap
seq8_31-seq8_88	No error	0.693936472	Good Overlap
seq8_36-seq8_91	No error	0.666095684	Good Overlap
seq8_40-seq9_98	No error	0.483239687	Bad Overlap
seq8_44-seq8_93	No error	0.680215946	Good Overlap
seq8_45-seq8_87	No error	0.698583774	Good Overlap
seq8_51-seq9_98	No error	0.489702179	Bad Overlap
seq8_57-seq8_67	No error	0.67791582	Good Overlap
seq8_73-seq8_78	No error	0.70863593	Good Overlap
seq8_88-seq8_90	No error	0.683795343	Good Overlap
seq3_3-seq7_84	No error	0.539092093	Bad Overlap
seq3_7-seq5_99	No error	0.561710499	Bad Overlap
seq3_8-seq5_95	No error	0.574261478	Bad Overlap
seq3_9-seq7_63	No error	0.54838007	Bad Overlap
seq3_11-seq5_50	No error	0.574176595	Bad Overlap
seq3_12-seq8_91	No error	0.517310001	Bad Overlap
seq3_13-seq5_80	No error	0.57783575	Bad Overlap
seq3_14-seq5_71	No error	0.565550596	Bad Overlap
seq3_15-seq9_99	No error	0.542549642	Bad Overlap
seq3_19-seq4_24	No error	0.575340377	Bad Overlap
seq3_23-seq4_41	No error	0.578683611	Bad Overlap
seq3_23-seq5_97	No error	0.558371685	Bad Overlap
seq3_27-seq4_63	No error	0.58420135	Bad Overlap
seq3_28-seq5_44	No error	0.577298712	Bad Overlap
seq3_32-seq6_64	No error	0.544521715	Bad Overlap
seq3_32-seq8_57	No error	0.544234918	Bad Overlap
seq3_32-seq8_15	No error	0.560136839	Bad Overlap
seq3_37-seq8_62	No error	0.5442351	Bad Overlap
seq3_40-seq7_91	No error	0.542021882	Bad Overlap
seq3_40-seq9_98	No error	0.513650481	Bad Overlap
seq3_40-seq8_51	No error	0.54519094	Bad Overlap
seq3_41-seq3_94	No error	0.686277005	Good Overlap
seq3_41-seq3_69	No error	0.702035072	Good Overlap
seq3_41-seq8_35	No error	0.540731593	Bad Overlap
seq3_43-seq9_55	No error	0.531449675	Bad Overlap
seq3_47-seq7_68	No error	0.547781444	Bad Overlap
seq3_48-seq5_17	No error	0.599488066	Bad Overlap
seq3_50-seq7_80	No error	0.555854652	Bad Overlap
seq3_50-seq8_53	No error	0.565538787	Bad Overlap
seq3_52-seq9_44	No error	0.527154396	Bad Overlap
seq3_54-seq3_89	No error	0.672401921	Good Overlap
seq3_54-seq8_92	No error	0.525529671	Bad Overlap
seq3_54-seq5_1	No error	0.550105439	Bad Overlap
seq3_55-seq6_89	No error	0.571368186	Bad Overlap
seq3_58-seq5_43	No error	0.586631257	Bad Overlap
seq3_63-seq7_70	No error	0.544455907	Bad Overlap
seq3_64-seq9_29	No error	0.510356497	Bad Overlap
seq3_65-seq9_89	No error	0.515157031	Bad Overlap
seq3_66-seq9_74	No error	0.534341052	Bad Overlap
seq3_66-seq6_76	No error	0.585562305	Bad Overlap
seq3_68-seq7_46	No error	0.544593466	Bad Overlap
seq3_68-seq6_24	No error	0.557142576	Bad Overlap
seq3_69-seq3_94	No error	0.679837668	Good Overlap
seq3_69-seq9_80	No error	0.520710969	Bad Overlap
seq3_69-seq7_67	No error	0.560694119	Bad Overlap
seq3_70-seq3_93	No error	0.690461439	Good Overlap
seq3_71-seq7_78	No error	0.552350944	Bad Overlap
seq3_73-seq5_83	No error	0.586607957	Bad Overlap
seq3_74-seq8_74	No error	0.541724475	Bad Overlap
seq3_77-seq5_88	No error	0.560483743	Bad Overlap
seq3_77-seq5_92	No error	0.560852336	Bad Overlap
seq3_77-seq9_42	No error	0.529499777	Bad Overlap
seq3_79-seq6_82	No error	0.545555922	Bad Overlap
seq3_80-seq5_21	No error	0.585655106	Bad Overlap
seq3_80-seq8_17	No error	0.544112311	Bad Overlap
seq3_82-seq5_81	No error	0.572264699	Bad Overlap
seq3_83-seq8_47	No error	0.541860348	Bad Overlap
seq3_84-seq4_56	No error	0.583973147	Bad Overlap
seq3_85-seq6_77	No error	0.554123325	Bad Overlap
seq3_88-seq8_22	No error	0.524788998	Bad Overlap
seq3_89-seq8_92	No error	0.52086922	Bad Overlap
seq3_89-seq5_1	No error	0.56882044	Bad Overlap
seq3_90-seq6_91	No error	0.556697223	Bad Overlap
seq3_91-seq5_13	No error	0.557897549	Bad Overlap
seq3_91-seq4_93	No error	0.576733231	Bad Overlap
seq3_92-seq9_85	No error	0.519859298	Bad Overlap
seq3_92-seq6_45	No error	0.559862948	Bad Overlap
seq3_94-seq8_35	No error	0.529128872	Bad Overlap
seq3_94-seq4_2	No error	0.596459305	Bad Overlap
