"KEY 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE "
"seq4_47-seq8_77	0.046855827014153499427	0.2341365044797004568	0.118898072710137548287	Bad Overlap"
"seq4_48-seq8_91	0.0131588714438036381166	0.061626937914771235246	0.031446613385469386502	Bad Overlap"
"seq4_49-seq6_75	0.08173857331109744601	0.4156162339061330722	0.22422930051588170308	Bad Overlap"
"seq4_51-seq8_94	0.026879414306157950174	0.12404824900261740106	0.06276782628736724525	Bad Overlap"
"seq4_52-seq6_6	0.026909355332847357802	0.16114208633427300448	0.08904373112708389639	Bad Overlap"
"seq4_53-seq6_3	0.029333203829168980975	0.15662459354325921708	0.07928031954097366175	Bad Overlap"
"seq4_54-seq9_69	0.015772204923417952941	0.07991205110128165652	0.040001153255254703513	Bad Overlap"
"seq4_54-seq7_51	0.09318156683779894571	0.4629362149645357988	0.24385788252083416201	Bad Overlap"
"seq4_55-seq6_65	0.09305236927382386506	0.46979083670860554567	0.2484652711962264624	Bad Overlap"
"seq4_55-seq9_36	0.042823523975468960618	0.20923970167559006215	0.102715873891921791765	Bad Overlap"
"seq4_58-seq5_82	0.10053995636605680284	0.481947300148132081	0.2625206882154582438	Bad Overlap"
"seq4_62-seq9_79	0.03267180866466611291	0.15527795306275950487	0.077581111539446528615	Bad Overlap"
"seq4_64-seq6_41	0.07562091573684772518	0.3788005319550153691	0.20245124573299446189	Bad Overlap"
"seq4_64-seq6_32	0.0941003268961864516	0.4607827139551365085	0.24041100309280696376	Bad Overlap"
"seq4_64-seq6_62	0.034703885836524769458	0.16325006275714066972	0.08538663233840645049	Bad Overlap"
"seq4_66-seq6_25	0.016600321430742849575	0.088737273368664833784	0.048816125514752738	Bad Overlap"
"seq4_67-seq9_97	0.008290914690372830649	0.043285134408810821802	0.021896579805560442505	Bad Overlap"
"seq4_70-seq6_71	0.07344217443023079529	0.3646803564565612015	0.19118445987392662052	Bad Overlap"
"seq4_78-seq7_35	0.098909417615562417395	0.46287701494494587533	0.24381575000415564246	Bad Overlap"
"seq4_80-seq8_61	0.016917077426156071868	0.08466734940140557227	0.044321001148602287454	Bad Overlap"
"seq4_84-seq6_32	0.011615316322717146398	0.05445886543775363212	0.028115882687387701427	Bad Overlap"
"seq4_85-seq7_90	0.09115487277484016973	0.4572204408465934147	0.0	Bad Overlap"
"seq4_85-seq9_31	0.102165003167410352495	0.445935457983505972	0.22396503827395923761	Bad Overlap"
"seq4_85-seq9_78	0.089332230775586720456	0.47315431070114144567	0.26354711622945083612	Bad Overlap"
"seq4_86-seq5_20	0.037767373076748985593	0.1892259984154899359	0.10096808504644061565	Bad Overlap"
"seq4_86-seq8_54	0.030712674251958351889	0.15288032800847117477	0.077983550988701811906	Bad Overlap"
"seq4_87-seq5_87	0.04261471627475778813	0.22035571961298028178	0.0	Bad Overlap"
"seq4_87-seq8_86	0.02091265069429150036	0.098676208863840275605	0.048978504469524550626	Bad Overlap"
"seq4_88-seq9_35	0.015809030901075817307	0.07283259940388966664	0.036300763801772723467	Bad Overlap"
"seq4_89-seq6_33	0.02517980726681568225	0.11763645710522599984	0.062547012677031980585	Bad Overlap"
"seq4_89-seq7_93	0.08757701330580348162	0.46199838247716795047	0.24298748497546028834	Bad Overlap"
"seq4_92-seq5_25	0.0416639896714380101	0.21952279463362308694	0.11753243007128672785	Bad Overlap"
"seq4_92-seq7_25	0.016440319676012894642	0.087907917782547041005	0.045281857442150347944	Bad Overlap"
"seq4_93-seq5_13	0.09187027596407448711	0.4672093079047425955	0.25117749977340309597	Bad Overlap"
"seq4_95-seq6_37	0.04758232257217692033	0.22700835936224482294	0.120618338133859750465	Bad Overlap"
"seq4_97-seq5_99	0.1023044992066540786	0.47892532152365596153	0.0	Bad Overlap"
"seq1_1-seq1_90	0.009495276740045999261	0.07679775354852148887	0.049807150658363528583	Good Overlap"
"seq1_2-seq4_84	0.054612347192859150304	0.29043991144146763067	0.17330178335079315909	Bad Overlap"
"seq1_3-seq9_70	0.036724223722510804622	0.18013788569018278028	0.09500398535345437608	Bad Overlap"
"seq1_4-seq1_95	0.027298055989840481693	0.17105338632145769459	0.109218250824549845575	Good Overlap"
"seq1_4-seq5_62	0.031120750512609963668	0.16171434436400228984	0.094249824650291743926	Bad Overlap"
"seq1_5-seq5_29	0.078364744566202342065	0.42965240788063004278	0.24309372488355136407	Bad Overlap"
"seq1_6-seq9_96	0.028633532462847998044	0.14786863889255003827	0.080251873457152817857	Bad Overlap"
"seq1_6-seq6_72	0.01845828844003647071	0.09599053752269461709	0.05482642490080334128	Bad Overlap"
"seq1_7-seq7_71	0.03829350911013856331	0.192891818847658582	0.10565583532513980023	Bad Overlap"
"seq1_7-seq2_73	0.007697871702220511392	0.041176788010958298622	0.024792657404216023165	Bad Overlap"
"seq1_9-seq5_99	0.009200343153056707541	0.048150481536546933556	0.028742293518702258069	Bad Overlap"
"seq1_11-seq4_95	0.04738591338725466693	0.27206237826803477282	0.16035775999932183153	Bad Overlap"
"seq1_13-seq3_22	0.090068700727006881006	0.51466700721673665176	0.30569729538113976262	Bad Overlap"
"seq1_14-seq3_35	0.08893609146476446421	0.5358298641868481016	0.32373777630295413535	Bad Overlap"
"seq1_17-seq8_58	0.07518337050921635837	0.40726587611308188004	0.22093049999236710458	Bad Overlap"
"seq1_17-seq6_87	0.09418471807811496727	0.4970017907722761618	0.27543395473320534818	Bad Overlap"
"seq1_17-seq5_7	0.059678571618671585828	0.3109318679286709445	0.17506830093829346383	Bad Overlap"
"seq1_17-seq5_91	0.105213743565177325716	0.51685193059535842325	0.29643374728591806734	Bad Overlap"
"seq1_19-seq1_70	0.10121253197056789266	0.6000796057096393393	0.38922705018228356404	Good Overlap"
"seq1_23-seq1_91	0.045895189649737203722	0.29678491245701975248	0.19350241574816206134	Good Overlap"
"seq1_23-seq6_65	0.046282899157029840962	0.2569227860306369284	0.14579754622694741936	Bad Overlap"
"seq1_24-seq7_78	0.03635843588691904258	0.19844781645596110188	0.10991696279613794027	Bad Overlap"
"seq1_24-seq9_49	0.015681852500858513652	0.085512409666436960935	0.04482849860677034571	Bad Overlap"
"seq1_24-seq4_4	0.014007210843222521534	0.08713765038767192335	0.054104109284405828998	Bad Overlap"
"seq1_27-seq3_73	0.02448520431422373106	0.14282484684053256358	0.08870591038222050758	Bad Overlap"
"seq1_28-seq6_58	0.07676532858838661587	0.41079414855804848735	0.22016275703656848496	Bad Overlap"
"seq1_29-seq7_90	0.049991804809311510904	0.26501612231302785862	0.0	Bad Overlap"
"seq1_29-seq9_78	0.08708409662360218971	0.4520990519260205946	0.0	Bad Overlap"
"seq1_29-seq4_85	0.0038705808566286534408	0.01905940097090994356	0.011624439055986690927	Bad Overlap"
"seq1_31-seq5_71	0.09697320471460007838	0.5011773307445142804	0.2833810789820287487	Bad Overlap"
"seq1_31-seq4_63	0.0040432220273853198274	0.024182577514889478583	0.014517205079980446605	Bad Overlap"
"seq1_32-seq3_93	0.014180254602951365814	0.0891986590558103134	0.056703611311409934335	Bad Overlap"
"seq1_33-seq7_47	0.08115113318121371657	0.4631306181557196707	0.25331932594423916502	Bad Overlap"
"seq1_33-seq9_37	0.05212203416507683045	0.2785473395333231565	0.14953981318785404218	Bad Overlap"
"seq1_34-seq8_19	0.03677689020294020341	0.18280663566683185601	0.10128053282635990205	Bad Overlap"
"seq1_36-seq3_73	0.09564460847808955365	0.54513576741173730265	0.32529544907953675495	Bad Overlap"
"seq1_39-seq3_51	0.0889299284252998329	0.5612252458235118635	0.34173896477209474056	Bad Overlap"
"seq1_39-seq6_70	0.0094288297228244606715	0.052155728979956181318	0.029637009061654700977	Bad Overlap"
"seq1_40-seq4_58	0.095744567076336928194	0.52810720171119140135	0.30935903433010770517	Bad Overlap"
"seq1_40-seq5_82	0.09934223957232173497	0.5119847906526916125	0.2939206470781811442	Bad Overlap"
"seq1_42-seq6_18	0.007742704210115073868	0.052335051273216387	0.030206356413867271361	Bad Overlap"
"seq1_43-seq4_78	0.051407395448761625197	0.27493356556458402545	0.16220787658022359383	Bad Overlap"
"seq1_43-seq7_35	0.09736863704933829092	0.49994765422634031632	0.2776332363050182971	Bad Overlap"
"seq1_44-seq2_85	0.034808727448880419445	0.21095487810698350755	0.1319493561234788862	Bad Overlap"
"seq1_44-seq1_53	0.07275452990033568146	0.4595038155900326052	0.30293156619515422412	Good Overlap"
"seq1_44-seq3_46	0.011218440406790968379	0.080983859129986249966	0.05005334078162713816	Bad Overlap"
"seq1_46-seq7_71	0.06877264721726252827	0.36780120056247387483	0.19904063528615018154	Bad Overlap"
"seq1_46-seq1_7	0.02822010800340555256	0.18834492734814721456	0.12368262884179396656	Good Overlap"
"seq1_46-seq2_73	0.009120125210988625036	0.05757659211006550908	0.03619967746316617241	Bad Overlap"
"seq1_50-seq2_68	0.085742627932042591846	0.55132360260565126375	0.3384398852232367602	Bad Overlap"
"seq1_50-seq7_79	0.083102546347648489223	0.504450379941175402	0.28608429687351243597	Bad Overlap"
"seq1_51-seq3_84	0.04257870457069993596	0.23729726863111358494	0.14262330997499089201	Bad Overlap"
"seq1_51-seq4_56	0.009716327380414106634	0.059724930227590749013	0.034523353457837946738	Bad Overlap"
"seq1_52-seq4_88	0.096038147882874371774	0.53085042112610891215	0.30916228932098441495	Bad Overlap"
"seq1_52-seq7_74	0.037687346406705326233	0.19069361101175503208	0.10521575816613436811	Bad Overlap"
"seq1_52-seq9_35	0.03855415647564935308	0.2082897932615087757	0.10907116283395663325	Bad Overlap"
"seq1_53-seq2_85	0.030049032864077701482	0.19339618294298036288	0.12118634361402056001	Bad Overlap"
"seq1_53-seq3_46	0.016088032377405816972	0.108285943007309367224	0.06645763627640281606	Bad Overlap"
"seq1_54-seq4_53	0.091549459691736161436	0.5291506020828404373	0.30817822357127903953	Bad Overlap"
"seq1_54-seq6_3	0.05349753564715239128	0.28236605034401308855	0.15564147584080990855	Bad Overlap"
"seq1_55-seq8_74	0.07183939699962631637	0.36762059901988796112	0.2007902672874736417	Bad Overlap"
"seq1_55-seq3_74	0.06955818036334673003	0.37427359393660876823	0.22401386578690406263	Bad Overlap"
"seq1_57-seq7_52	0.08936297648507868638	0.45520813928321082195	0.25111480251110582956	Bad Overlap"
"seq1_58-seq9_98	0.027132901348499530742	0.13304353395568446212	0.0	Bad Overlap"
"seq1_58-seq5_77	0.007627699196680532296	0.0421005716061662794	0.025383910124683304226	Bad Overlap"
"seq1_58-seq6_84	0.0032286654197272605	0.016611644134282263668	0.009839455317829254792	Bad Overlap"
"seq1_59-seq1_90	0.07762628143560354844	0.5899242814335305861	0.3917187045330648837	Good Overlap"
"seq1_60-seq2_81	0.09521152991665987601	0.57270639020628102283	0.36017260406468863798	Bad Overlap"
"seq1_61-seq1_82	0.05885022778923626286	0.39114479445145458275	0.2569945692143291387	Good Overlap"
"seq1_63-seq8_93	0.09002337369448981743	0.43269424713258221278	0.23416073119856930788	Bad Overlap"
"seq1_63-seq8_44	0.088704446714551865675	0.48720042451849925687	0.26670253627608115724	Bad Overlap"
"seq1_64-seq5_14	0.037804215210725919426	0.19395117693612062395	0.10823347326299646577	Bad Overlap"
"seq1_66-seq1_86	0.0026513242750454093572	0.0208959240010836773	0.014433835535284624428	Good Overlap"
"seq1_67-seq9_91	0.02941334878760414165	0.14199049922671054063	0.0763344647931069711	Bad Overlap"
"seq1_68-seq9_52	0.058348667470492278145	0.31928565487956020138	0.17026803204193638347	Bad Overlap"
"seq1_68-seq5_71	0.009901463257295837585	0.044072084707709345646	0.024239965233679124257	Bad Overlap"
"seq1_69-seq7_21	0.07333355261285388612	0.39625486345642577877	0.21801691454303358177	Bad Overlap"
"seq1_71-seq7_78	0.01954997135612096501	0.10240311335597612948	0.055920091874518085748	Bad Overlap"
"seq1_71-seq3_71	0.08623848205400942699	0.45412102061793254096	0.26318202923410560415	Bad Overlap"
"seq1_72-seq5_98	0.09861861390560536546	0.529364805951250767	0.3096711294667131777	Bad Overlap"
"seq1_72-seq9_41	0.044751431644608776818	0.23322043030082194572	0.12217521269114769931	Bad Overlap"
"seq1_73-seq7_81	0.053556044088204907913	0.29101126065691385302	0.15952317784077242825	Bad Overlap"
"seq1_73-seq8_75	0.059902266288272904732	0.31232319867710668933	0.1643979079782080318	Bad Overlap"
"seq1_74-seq9_76	0.092384287132141445145	0.4683023120641444382	0.24814125627709342683	Bad Overlap"
"seq1_74-seq5_24	0.025543135416372086445	0.12945993083686413087	0.073928906896132756774	Bad Overlap"
"seq1_74-seq9_32	0.016755716226436154832	0.08418354192847714357	0.045640808666860396913	Bad Overlap"
"seq1_76-seq8_89	0.074545551753517822144	0.39524690853839275641	0.0	Bad Overlap"
"seq1_76-seq6_47	0.00878748186870834327	0.047607441265286799648	0.028140320436947751103	Bad Overlap"
"seq1_76-seq7_69	0.0073437256433946807065	0.04160046243368591421	0.023220931794354974656	Bad Overlap"
"seq1_77-seq5_86	0.012062986913659161091	0.067547671062813304356	0.0387769571576436331	Bad Overlap"
"seq1_78-seq4_16	0.021177328922592435795	0.116138414103340841834	0.068228062448708928004	Bad Overlap"
"seq1_79-seq6_75	0.020274107230983823178	0.107210260711266514735	0.05807186629033508785	Bad Overlap"
"seq1_80-seq2_96	0.061389688792077890608	0.35354518610325820184	0.2186033020933755979	Bad Overlap"
"seq1_80-seq7_92	0.043433973745138842275	0.24320243882979483092	0.13527564535938903536	Bad Overlap"
"seq1_81-seq5_66	0.032491689884659239568	0.16893704450550982521	0.09636959502442608401	Bad Overlap"
"seq1_81-seq8_27	0.031458193677031771307	0.15185403067024868519	0.07804745519588129163	Bad Overlap"
"seq1_81-seq5_63	0.0030591784877670379508	0.01656101117891464056	0.009409266829858700954	Bad Overlap"
"seq1_83-seq2_94	0.049549870368858462274	0.2914875467394005801	0.17965556836968124744	Bad Overlap"
"seq1_83-seq9_24	0.09814855602298354936	0.46868986732871953672	0.25057463353736999557	Bad Overlap"
"seq1_85-seq2_90	0.07007450669000694776	0.41626977456114516414	0.0	Bad Overlap"
"seq1_86-seq7_85	0.09597664255458493335	0.0	0.0	Bad Overlap"
"seq1_86-seq6_38	0.07518560790169301064	0.42054468339022035644	0.23678074678313759553	Bad Overlap"
"seq1_86-seq6_67	0.029294702084833083689	0.15760319813173784544	0.08835659125710851759	Bad Overlap"
"seq1_86-seq2_30	0.007287152962783203564	0.041974829912102173906	0.025279653218447349825	Bad Overlap"
"seq1_86-seq8_28	0.090630512786055350916	0.4599981089257457335	0.24647599553290348258	Bad Overlap"
"seq1_88-seq4_81	0.07143381716817748924	0.40522742571383528948	0.23548856860854175983	Bad Overlap"
"seq1_89-seq7_89	0.023253928395003599452	0.12219020514055253966	0.0	Bad Overlap"
"seq1_89-seq5_32	0.042156408604549735353	0.22436950572712456953	0.12792901852082145456	Bad Overlap"
"seq1_89-seq5_75	0.01513881562003266454	0.07838882845271824296	0.04382794788396330471	Bad Overlap"
"seq1_90-seq2_44	0.09828578312829742038	0.5615917785936330682	0.3425994936548625405	Bad Overlap"
"seq1_90-seq3_39	0.039841523133157886	0.26833120141355939228	0.16756942651776979904	Bad Overlap"
"seq1_90-seq9_13	0.024165487981540891257	0.11267471011366950789	0.0576881179772983406	Bad Overlap"
"seq1_90-seq3_29	0.09993403279068110089	0.5153368545389390896	0.305568114144799219	Bad Overlap"
"seq1_91-seq6_65	0.08161998264893958851	0.40787724112944182724	0.0	Bad Overlap"
"seq1_91-seq4_55	0.03335485287386913861	0.17195752581317250447	0.09920750705511575982	Bad Overlap"
"seq1_91-seq9_36	0.025390291300640195889	0.11601350134423214021	0.05930707575673834716	Bad Overlap"
"seq1_92-seq9_23	0.015777420092789663612	0.0809243303474861827	0.042266145270214216976	Bad Overlap"
"seq1_93-seq4_98	0.040602741720800742234	0.23400406994353488873	0.0	Bad Overlap"
"seq1_93-seq2_95	0.021537581787329500265	0.12504864087727963097	0.07543746583713427922	Bad Overlap"
"seq1_93-seq8_39	0.0152461709879294968385	0.074522222010703204007	0.039009022741322377526	Bad Overlap"
"seq1_94-seq8_86	0.07763870839063128009	0.3834488504260465562	0.0	Bad Overlap"
"seq1_94-seq5_87	0.098152356642566426476	0.5162643677434884205	0.29495179216711836994	Bad Overlap"
"seq1_94-seq5_16	0.031700585455198824492	0.1555685439421168769	0.08716222567207530661	Bad Overlap"
"seq1_94-seq4_87	0.09494889885702125021	0.53344853077180261463	0.3229386081929932532	Bad Overlap"
"seq1_95-seq5_62	0.034367414449173635358	0.18817119732840139476	0.108965805880469910676	Bad Overlap"
"seq1_95-seq6_21	0.017240586584671636343	0.09479184168780017929	0.054034044353998847482	Bad Overlap"
"seq1_95-seq9_56	0.011298439166293015267	0.054787797718574586913	0.02921089843664666774	Bad Overlap"
"seq1_95-seq8_46	0.08470954111978842317	0.48336118225481678652	0.2608085266439481625	Bad Overlap"
"seq10_7-seq10_89	0.012094713125583209065	0.06758242644357085409	0.04506583357698705945	Good Overlap"
"seq10_13-seq2_39	0.033610852632528475023	0.21179942236159148677	0.117673372450621830824	Bad Overlap"
"seq10_15-seq3_92	0.07551061697298031384	0.3519668248949533224	0.17331804939793353363	Bad Overlap"
"seq10_18-seq10_69	0.08457425789897688274	0.4854581903526724101	0.31379082247127774573	Good Overlap"
"seq10_18-seq7_84	0.089181008721397500996	0.35244892281234444753	0.15727541623536510292	Bad Overlap"
"seq10_20-seq2_68	0.033761577094454502443	0.17308448066834660866	0.08868467426436247702	Bad Overlap"
"seq10_20-seq7_79	0.046052302557838048158	0.23191088117962203561	0.11120029234107970207	Bad Overlap"
"seq10_21-seq1_76	0.0037521238000269294822	0.02323974130532926894	0.0128186917619931173015	Bad Overlap"
"seq10_26-seq1_93	0.010189986375244141031	0.05085183226090947533	0.026620978198823829925	Bad Overlap"
"seq10_30-seq5_80	0.024174346662042387272	0.12678119808858333623	0.061719729087182487266	Bad Overlap"
"seq10_32-seq2_62	0.03379966202116506472	0.171876541984149307	0.086703275426457266425	Bad Overlap"
"seq10_32-seq6_89	0.05878385241725397315	0.26179766673347661725	0.124095033919053689925	Bad Overlap"
"seq10_42-seq1_51	0.0442521815063693926	0.21795674653868253582	0.113107406662389287764	Bad Overlap"
"seq10_44-seq4_90	0.028308070210613536012	0.13175943534781258665	0.06411266416897095306	Bad Overlap"
"seq10_46-seq10_76	0.09377885406668705339	0.61939174334124670975	0.409905559759170294	Good Overlap"
"seq10_47-seq5_69	0.06849032822243865769	0.2901356064261535178	0.13850094422090476963	Bad Overlap"
"seq10_47-seq7_89	0.040333299606333035982	0.18254898184326015822	0.085246294089874684224	Bad Overlap"
"seq10_49-seq2_82	0.046988924191235244605	0.22712461613346148504	0.11504081198816371107	Bad Overlap"
"seq10_50-seq1_56	0.090571090126531638146	0.44128617216249401415	0.22995052456478543201	Bad Overlap"
"seq10_52-seq10_85	0.051595763728279038457	0.33364913440516698535	0.2201123334547305649	Good Overlap"
"seq10_52-seq7_24	0.028245558715154061497	0.13072190970902979692	0.060265565079004775668	Bad Overlap"
"seq10_52-seq7_7	0.024018819523086076324	0.112551209884737391714	0.052823644635718886897	Bad Overlap"
"seq10_56-seq2_93	0.017562250002478539404	0.08295643630028829345	0.041859664703245831906	Bad Overlap"
"seq10_56-seq4_75	0.08876794738163431173	0.40854538639191581383	0.20188133228827987383	Bad Overlap"
"seq10_58-seq2_95	0.049921667947708678817	0.23928292568748242859	0.116828954108976826757	Bad Overlap"
"seq10_58-seq5_82	0.027796347712116519937	0.13281223260142642869	0.064219645186983332266	Bad Overlap"
"seq10_61-seq7_87	0.09036428651593355236	0.39951808866175102822	0.0	Bad Overlap"
"seq10_63-seq10_74	0.061879035568922155932	0.3799681176935887251	0.2501634827144859672	Good Overlap"
"seq10_65-seq9_93	0.03233232999498929957	0.14143486713760540822	0.06429824260499006268	Bad Overlap"
"seq10_69-seq7_84	0.0944631573303294519	0.0	0.0	Bad Overlap"
"seq10_71-seq6_81	0.088453473593336242045	0.39260554814685044773	0.0	Bad Overlap"
"seq10_71-seq8_16	0.08403667964924591747	0.34858209477734346325	0.1653330581151633657	Bad Overlap"
"seq10_72-seq4_18	0.038160466977629009332	0.19135877242903598289	0.09692464827702109982	Bad Overlap"
"seq10_72-seq7_56	0.089364750165967034114	0.38310757082742876126	0.17692219726860290101	Bad Overlap"
"seq10_73-seq1_21	0.03179088333539211002	0.1619736049675150286	0.08385334230077166831	Bad Overlap"
"seq10_75-seq2_74	0.063779466225631764985	0.33799562721038942616	0.16977437084535868241	Bad Overlap"
"seq10_77-seq6_12	0.02498289374595773839	0.1111704176312918713	0.05107628866215252308	Bad Overlap"
"seq10_79-seq9_66	0.04425347160386563179	0.19657665227841854235	0.09064015845125367915	Bad Overlap"
"seq10_79-seq6_14	0.049201990637279948968	0.21854811748703391928	0.105222801589694871696	Bad Overlap"
"seq10_81-seq8_82	0.08935829973887211055	0.0	0.0	Bad Overlap"
"seq10_81-seq6_74	0.05240144675479763254	0.23868166577979674736	0.0	Bad Overlap"
"seq10_81-seq5_93	0.09562477880376589244	0.40620918298687778294	0.19476323625117561032	Bad Overlap"
"seq10_81-seq7_38	0.024770930152565892785	0.113930326031953228506	0.053442829542357425525	Bad Overlap"
"seq10_83-seq9_99	0.08858433223394211586	0.0	0.0	Bad Overlap"
"seq10_85-seq7_24	0.070217768842702575676	0.34300381562635697425	0.16088467887243586784	Bad Overlap"
"seq10_86-seq6_68	0.090421157504113763025	0.4107817879862603594	0.1967239860068177635	Bad Overlap"
"seq10_86-seq7_31	0.021474809946957313691	0.08711924948932807913	0.03940949698182307704	Bad Overlap"
"seq10_87-seq7_82	0.088794422276232602554	0.39813987383155857836	0.0	Bad Overlap"
"seq10_90-seq8_88	0.022144765453984856574	0.09431836665048824416	0.042284795771018754162	Bad Overlap"
"seq10_91-seq1_22	0.015293694736713017418	0.07992976468030407122	0.041102738608619865037	Bad Overlap"
"seq10_92-seq4_53	0.022634183968925353593	0.099013550032616365844	0.04821169157329829044	Bad Overlap"
"seq10_92-seq1_54	0.010981731609469562196	0.058655306852326548388	0.030124599802840324677	Bad Overlap"
