KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
origSeq_1-origSeq_192	0.13007021891780257	0.13168418882704597	0.0113674181186038074664	0.07904320058823023186	0.05083751378405085739	Good Overlap
origSeq_1-origSeq_66	0.45710533994747593	0.4586061399679907	0.036031292471205339997	0.27450724823338874995	0.17683116429798994831	Good Overlap
origSeq_1-origSeq_124	0.13393730594189954	0.13404780130985797	0.010803340920931493069	0.079050534528950821476	0.050166377925865094638	Good Overlap
origSeq_1-origSeq_89	0.4183604792031229	0.4178903408325475	0.034246281642638034992	0.25034772783219915604	0.16128629248992586411	Good Overlap
origSeq_1-origSeq_90	0.29888878336024316	0.29728700618752973	0.026611547968339245401	0.17789754889087639713	0.11377804934854092491	Good Overlap
origSeq_1-origSeq_70	0.4711077844311377	0.47087015126553844	0.040640725707229165762	0.27985492532903145365	0.17907197776026263726	Good Overlap
origSeq_1-origSeq_165	0.25254631486085494	0.2531452840772498	0.021103760454312212763	0.14891822190934841941	0.09419742147560725247	Good Overlap
origSeq_1-origSeq_153	0.43967566056200197	0.4393621485522451	0.038474196053474863805	0.25713224624964000937	0.16336041083226836152	Good Overlap
origSeq_1-origSeq_100	0.404807815914642	0.4031967001804589	0.03665286468921281789	0.23921196579499354488	0.1528123274895970199	Good Overlap
origSeq_1-origSeq_134	0.2844360086767896	0.28604923798358733	0.02406710054807009841	0.1645971819389474435	0.102816344703513905515	Good Overlap
origSeq_1-origSeq_104	0.7370023419203747	0.7374327799859715	0.0642351478897263479	0.42509324316585940474	0.2660684305179327419	Good Overlap
origSeq_1-origSeq_139	0.5075806451612903	0.5048653908530651	0.043465774929661375555	0.29341619703814600294	0.18388562497612801009	Good Overlap
origSeq_1-origSeq_86	0.990975935828877	0.9909729187562688	0.08832390881003301567	0.5968472795460799389	0.38738550478512423126	Good Overlap
origSeq_1-origSeq_181	0.5141409187510217	0.5109428994569689	0.04200760488353882359	0.2958288077024398891	0.18551214163039346562	Good Overlap
origSeq_1-origSeq_186	0.15886015974008394	0.15863236289776575	0.013149354105936357654	0.09483530520922518125	0.061080220279154774228	Good Overlap
origSeq_1-origSeq_145	0.9765494137353434	0.9765297569153395	0.09252304649439657273	0.58723788957472754783	0.38050328390245198484	Good Overlap
origSeq_1-origSeq_45	0.17156208277703605	0.17036211699164344	0.01611835781741469746	0.100837882620875666526	0.064152857362631676465	Good Overlap
origSeq_1-origSeq_155	0.08363383311191244	0.08357585726939137	0.006196432389044823652	0.04939642178793581362	0.03145771461953226008	Good Overlap
origSeq_1-origSeq_53	0.9659574468085106	0.9664218258132214	0.089939976616770799204	0.54218437536164807897	0.32947726951398551386	Good Overlap
origSeq_1-origSeq_164	0.940677966101695	0.9422680412371134	0.08645751675158450043	0.49347505756496299494	0.29091370469855439435	Good Overlap
origSeq_2-origSeq_93	0.3136209403780902	0.3133713177354831	0.023489572726992780141	0.19226588399657198605	0.12638603336982486771	Good Overlap
origSeq_2-origSeq_68	0.6614052953156823	0.662007623888183	0.05707198653202532366	0.4014439942530829035	0.26171018430693487257	Good Overlap
origSeq_2-origSeq_80	0.12828805519620526	0.12772384034519957	0.010768918250819026779	0.07651284149974707828	0.04920521498024284236	Good Overlap
origSeq_2-origSeq_62	0.9721448467966574	0.9725274725274725	0.106049973228708458424	0.6300157231398426606	0.43161439347150095145	Good Overlap
origSeq_3-origSeq_51	0.6759406465288819	0.677733860342556	0.052275897681935461855	0.4156553645628136811	0.27063668538944230123	Good Overlap
origSeq_3-origSeq_73	0.6535513541134389	0.652752880921895	0.0554489086933073341	0.3948872256684386014	0.25652514884485140575	Good Overlap
origSeq_3-origSeq_34	0.9814200398142005	0.9813829787234043	0.078404574530758759714	0.59654633540187795767	0.38627211966122923262	Good Overlap
origSeq_3-origSeq_85	0.9301587301587302	0.9289558665231432	0.07133821269929381963	0.6001631117322907715	0.407125874111960031	Good Overlap
origSeq_5-origSeq_95	0.0945765725716826	0.09628397115917915	0.008083692470467200097	0.060078398023821977085	0.039969527529141963632	Good Overlap
origSeq_5-origSeq_97	0.26216882316697476	0.2662377450980392	0.021135187708599855105	0.15986446164513067149	0.103067117128351640206	Good Overlap
origSeq_5-origSeq_60	0.1518418688230009	0.15153694049973035	0.012019473853720656629	0.09158882301240428677	0.05898011939503940279	Good Overlap
origSeq_5-origSeq_57	0.2136513575234712	0.2148467190271092	0.022569059616829450273	0.12785509857053095406	0.08170936275043034577	Good Overlap
origSeq_5-origSeq_82	0.09335963182117028	0.0944511327569224	0.009670715249270404486	0.055067625102601814442	0.034838110557081203226	Good Overlap
origSeq_5-origSeq_96	0.06872630475114948	0.06902669139585517	0.005819165239115335186	0.039851882869974652958	0.025105335756794982892	Good Overlap
origSeq_5-origSeq_76	0.2957306490801805	0.2967071057192374	0.023320117895872015797	0.16475775492322824183	0.100353393897472916734	Good Overlap
origSeq_5-origSeq_59	0.02682344295425317	0.026376252182703796	0.0023221574249075331416	0.016710449016274392034	0.011100171905246658969	Good Overlap
origSeq_6-origSeq_89	0.8331332533013205	0.8321256038647343	0.07166133025766882442	0.5283611905310463709	0.35714341282657282938	Good Overlap
origSeq_6-origSeq_90	0.28862549386566855	0.28415986608077004	0.02616779021726424537	0.18469952888511349363	0.12465689637164531916	Good Overlap
origSeq_6-origSeq_91	0.1113607188703466	0.11086136308902625	0.008807993573054700138	0.07035818347481382903	0.046936282250867802823	Good Overlap
