origSeq_192	seq1_88	17466	0	-	+	+	100	0	1	0	s	s
origSeq_192	seq1_110	18089	0	-	+	+	100	0	1	0	s	s
origSeq_192	seq1_172	21200	0	-	+	+	100	0	1	0	s	s
origSeq_192	seq1_128	22948	0	-	+	+	100	0	1	0	s	s
origSeq_192	origSeq_140	23903	0	-	+	+	100	0	13483	0	s	s
origSeq_192	origSeq_167	24719	0	-	+	+	100	0	12915	0	s	s
origSeq_140	origSeq_167	816	0	-	+	+	98	0	12667	0	s	s
origSeq_192	seq1_196	25720	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq1_196	1829	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq1_196	1006	0	-	+	+	100	0	1	0	s	s
origSeq_192	origSeq_127	27101	0	-	+	+	100	0	16943	0	s	s
origSeq_140	origSeq_127	3230	0	-	+	+	76	0	10253	0	s	s
origSeq_167	origSeq_127	2404	0	-	+	+	81	0	10511	0	s	s
origSeq_192	origSeq_133	28152	0	-	+	+	100	0	17758	0	s	s
origSeq_140	origSeq_133	4286	0	-	+	+	68	0	9197	0	s	s
origSeq_167	origSeq_133	3460	0	-	+	+	73	0	9455	0	s	s
origSeq_127	origSeq_133	1096	0	-	+	+	94	0	15847	0	s	s
origSeq_192	seq1_129	28222	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq1_129	4284	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq1_129	3459	0	-	+	+	100	0	1	0	s	s
origSeq_127	seq1_129	1110	0	-	+	+	100	0	1	0	s	s
origSeq_133	seq1_129	41	0	-	+	+	100	0	1	0	s	s
origSeq_192	origSeq_169	28156	0	-	+	+	100	0	18645	0	s	s
origSeq_140	origSeq_169	4314	0	-	+	+	68	0	9169	0	s	s
origSeq_167	origSeq_169	3488	0	-	+	+	73	0	9427	0	s	s
origSeq_127	origSeq_169	1072	0	-	+	+	94	0	15871	0	s	s
origSeq_133	origSeq_169	14	0	-	+	+	100	0	17744	0	s	s
origSeq_192	seq1_31	28632	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq1_31	4725	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq1_31	3898	0	-	+	+	100	0	1	0	s	s
origSeq_127	seq1_31	1497	0	-	+	+	100	0	1	0	s	s
origSeq_133	seq1_31	424	0	-	+	+	100	0	1	0	s	s
origSeq_169	seq1_31	421	0	-	+	+	100	0	1	0	s	s
origSeq_192	origSeq_101	28656	0	-	+	+	100	0	10048	0	s	s
origSeq_140	origSeq_101	4743	0	-	+	+	87	0	8740	0	s	s
origSeq_167	origSeq_101	3922	0	-	+	+	90	0	8993	0	s	s
origSeq_127	origSeq_101	1535	0	-	+	+	100	0	10048	0	s	s
origSeq_133	origSeq_101	475	0	-	+	+	100	0	10048	0	s	s
origSeq_169	origSeq_101	444	0	-	+	+	100	0	10048	0	s	s
origSeq_192	seq1_59	29005	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq1_59	5164	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq1_59	4333	0	-	+	+	100	0	1	0	s	s
origSeq_127	seq1_59	1911	0	-	+	+	100	0	1	0	s	s
origSeq_133	seq1_59	832	0	-	+	+	100	0	1	0	s	s
origSeq_169	seq1_59	827	0	-	+	+	100	0	1	0	s	s
origSeq_101	seq1_59	390	0	-	+	+	100	0	1	0	s	s
origSeq_192	seq3_186	30118	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq3_186	6195	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq3_186	5367	0	-	+	+	100	0	1	0	s	s
origSeq_127	seq3_186	2978	0	-	+	+	100	0	1	0	s	s
origSeq_133	seq3_186	1931	0	-	+	+	100	0	1	0	s	s
origSeq_169	seq3_186	1900	0	-	+	+	100	0	1	0	s	s
origSeq_101	seq3_186	1459	0	-	+	+	100	0	1	0	s	s
origSeq_192	seq1_70	30048	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq1_70	6220	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq1_70	5395	0	-	+	+	100	0	1	0	s	s
origSeq_127	seq1_70	2988	0	-	+	+	100	0	1	0	s	s
origSeq_133	seq1_70	1913	0	-	+	+	100	0	1	0	s	s
origSeq_169	seq1_70	1902	0	-	+	+	100	0	1	0	s	s
origSeq_101	seq1_70	1443	0	-	+	+	100	0	1	0	s	s
origSeq_192	seq1_122	30235	0	-	+	+	100	0	1	0	s	s
origSeq_140	seq1_122	6307	0	-	+	+	100	0	1	0	s	s
origSeq_167	seq1_122	5502	0	-	+	+	100	0	1	0	s	s
origSeq_127	seq1_122	3112	0	-	+	+	100	0	1	0	s	s
origSeq_133	seq1_122	2040	0	-	+	+	100	0	1	0	s	s
