origSeq_192	origSeq_140	23903	0	-	+	+	100	0	13483	0	s	s
origSeq_192	origSeq_167	24719	0	-	+	+	100	0	12915	0	s	s
origSeq_140	origSeq_167	813	0	-	+	+	98	0	12670	0	s	s
origSeq_192	origSeq_127	27105	0	-	+	+	100	0	16943	0	s	s
origSeq_140	origSeq_127	3227	0	-	+	+	76	0	10256	0	s	s
origSeq_167	origSeq_127	2404	0	-	+	+	81	0	10511	0	s	s
origSeq_192	origSeq_133	28153	0	-	+	+	100	0	17758	0	s	s
origSeq_140	origSeq_133	4283	0	-	+	+	68	0	9200	0	s	s
origSeq_167	origSeq_133	3460	0	-	+	+	73	0	9455	0	s	s
origSeq_127	origSeq_133	1091	0	-	+	+	94	0	15852	0	s	s
origSeq_192	origSeq_169	28159	0	-	+	+	100	0	18645	0	s	s
origSeq_140	origSeq_169	4311	0	-	+	+	68	0	9172	0	s	s
origSeq_167	origSeq_169	3488	0	-	+	+	73	0	9427	0	s	s
origSeq_127	origSeq_169	1067	0	-	+	+	94	0	15876	0	s	s
origSeq_133	origSeq_169	13	0	-	+	+	100	0	17745	0	s	s
origSeq_192	origSeq_101	28653	0	-	+	+	100	0	10048	0	s	s
origSeq_140	origSeq_101	4740	0	-	+	+	87	0	8743	0	s	s
origSeq_167	origSeq_101	3922	0	-	+	+	90	0	8993	0	s	s
origSeq_127	origSeq_101	1531	0	-	+	+	100	0	10048	0	s	s
origSeq_133	origSeq_101	471	0	-	+	+	100	0	10048	0	s	s
origSeq_169	origSeq_101	441	0	-	+	+	100	0	10048	0	s	s
origSeq_192	origSeq_179	30533	0	-	+	+	100	0	6953	0	s	s
origSeq_140	origSeq_179	6631	0	-	+	+	99	0	6852	0	s	s
origSeq_167	origSeq_179	5819	0	-	+	+	100	0	6953	0	s	s
origSeq_127	origSeq_179	3413	0	-	+	+	100	0	6953	0	s	s
origSeq_133	origSeq_179	2352	0	-	+	+	100	0	6953	0	s	s
origSeq_169	origSeq_179	2320	0	-	+	+	100	0	6953	0	s	s
origSeq_101	origSeq_179	1896	0	-	+	+	100	0	6953	0	s	s
origSeq_192	origSeq_131	30783	0	-	+	+	84	0	16305	0	s	s
origSeq_140	origSeq_131	6881	0	-	+	+	49	0	6602	0	s	s
origSeq_167	origSeq_131	6070	0	-	+	+	53	0	6845	0	s	s
origSeq_127	origSeq_131	3692	0	-	+	+	78	0	13251	0	s	s
origSeq_133	origSeq_131	2622	0	-	+	+	85	0	15136	0	s	s
origSeq_169	origSeq_131	2619	0	-	+	+	86	0	16026	0	s	s
origSeq_101	origSeq_131	2137	0	-	+	+	79	0	7911	0	s	s
origSeq_179	origSeq_131	250	0	-	+	+	96	0	6703	0	s	s
origSeq_192	origSeq_158	32515	0	-	+	+	100	0	7035	0	s	s
origSeq_140	origSeq_158	8604	0	-	+	+	69	0	4879	0	s	s
origSeq_167	origSeq_158	7788	0	-	+	+	73	0	5127	0	s	s
origSeq_127	origSeq_158	5391	0	-	+	+	100	0	7035	0	s	s
origSeq_133	origSeq_158	4321	0	-	+	+	100	0	7035	0	s	s
origSeq_169	origSeq_158	4299	0	-	+	+	100	0	7035	0	s	s
origSeq_101	origSeq_158	3846	0	-	+	+	88	0	6202	0	s	s
origSeq_179	origSeq_158	1972	0	-	+	+	72	0	4981	0	s	s
origSeq_131	origSeq_158	1718	0	-	+	+	100	0	7035	0	s	s
origSeq_192	origSeq_24	33954	0	-	+	+	100	0	4348	0	s	s
origSeq_140	origSeq_24	10057	0	-	+	+	79	0	3426	0	s	s
origSeq_167	origSeq_24	9231	0	-	+	+	85	0	3684	0	s	s
origSeq_127	origSeq_24	6822	0	-	+	+	100	0	4348	0	s	s
origSeq_133	origSeq_24	5769	0	-	+	+	100	0	4348	0	s	s
origSeq_169	origSeq_24	5739	0	-	+	+	100	0	4348	0	s	s
origSeq_101	origSeq_24	5292	0	-	+	+	100	0	4348	0	s	s
origSeq_179	origSeq_24	3423	0	-	+	+	81	0	3530	0	s	s
origSeq_131	origSeq_24	3154	0	-	+	+	100	0	4348	0	s	s
origSeq_158	origSeq_24	1446	0	-	+	+	100	0	4348	0	s	s
origSeq_192	origSeq_157	34352	0	-	+	+	100	0	5695	0	s	s
origSeq_140	origSeq_157	10455	0	-	+	+	53	0	3028	0	s	s
origSeq_167	origSeq_157	9642	0	-	+	+	57	0	3273	0	s	s
origSeq_127	origSeq_157	7223	0	-	+	+	100	0	5695	0	s	s
origSeq_133	origSeq_157	6147	0	-	+	+	100	0	5695	0	s	s
origSeq_169	origSeq_157	6144	0	-	+	+	100	0	5695	0	s	s
origSeq_101	origSeq_157	5700	0	-	+	+	76	0	4348	0	s	s
origSeq_179	origSeq_157	3828	0	-	+	+	55	0	3125	0	s	s
origSeq_131	origSeq_157	3548	0	-	+	+	100	0	5695	0	s	s
origSeq_158	origSeq_157	1841	0	-	+	+	91	0	5194	0	s	s
origSeq_24	origSeq_157	404	0	-	+	+	91	0	3944	0	s	s
origSeq_192	origSeq_73	35066	0	-	+	+	96	0	12022	0	s	s
